news;internet;politics;lrscale;obedience;health;religious;relattend;livewomarr;divorced;edu3;edu6;zamieszkanie3;rozwod_balanced
180;1;2;10;1;3;8;3;2;2;2;3;3; 
270;4;1;10;2;3;9;3;2;2;2;3;3; 
120;5;2;5;5;2;3;6;1;2;2;3;3; 
60;5;1;5;2;4;5;5;6;2;2;3;3; 
60;5;3;5;3;3;7;4;1;2;2;3;3; 
150;5;2;8;2;3;8;3;2;2;2;3;3; 
150;5;2;5;3;2;8;5;1;2;2;3;3; 
105;1;2;10;3;3;10;3;2;2;2;4;3; 
40;5;2;5;1;2;6;3;2;2;2;4;3; 
90;5;2;10;2;3;5;99;2;2;2;4;3; 
70;5;3;8;1;3;8;3;2;2;2;4;3; 
20;5;4;8;2;2;4;5;1;2;2;4;3; 
30;5;3;0;1;1;5;4;2;2;2;4;3; 
60;4;3;5;2;2;10;3;2;2;2;4;3; 
270;2;2;10;3;2;6;3;2;2;2;4;3; 
40;4;3;5;3;3;5;5;1;2;2;4;3; 
90;4;1;6;2;2;4;6;9;2;2;4;3; 
90;1;3;0;1;3;5;5;2;2;2;4;3; 
330;5;2;10;1;2;99;3;2;2;2;4;3; 
60;5;3;99;3;1;8;4;1;2;2;4;3; 
60;3;2;8;3;3;7;3;2;2;2;4;3; 
30;4;2;3;1;2;6;4;2;2;2;4;3; 
9999;5;4;3;4;2;2;7;2;2;2;4;3; 
15;5;4;5;1;3;5;4;6;2;2;4;3; 
60;5;3;5;1;1;8;4;1;2;2;4;3; 
105;5;3;5;4;2;3;3;2;2;2;4;3; 
180;5;2;0;2;3;6;3;2;2;2;4;3; 
240;5;2;10;3;2;9;3;2;2;2;4;3; 
30;4;3;5;3;2;5;4;2;2;2;4;3; 
60;3;2;7;4;2;7;3;2;2;2;4;3; 
15;5;4;5;4;2;2;7;1;2;2;4;3; 
30;3;2;10;2;2;5;4;2;2;2;4;3; 
60;5;2;6;2;3;8;3;2;2;2;4;3; 
15;5;3;10;2;2;10;1;2;2;2;4;3; 
5;5;3;5;2;4;10;4;2;2;2;4;3; 
120;1;2;5;3;3;3;4;2;2;2;4;3; 
60;5;2;4;2;3;6;7;2;2;2;4;3; 
10;5;4;8;2;2;8;3;2;2;2;4;3; 
60;3;3;5;2;2;8;3;2;2;2;4;3; 
100;5;2;5;1;2;5;5;2;2;2;4;3; 
60;5;2;5;2;2;6;5;2;2;2;4;3; 
30;1;3;5;2;2;7;3;2;2;2;4;3; 
20;3;4;5;3;3;3;5;2;2;2;4;3; 
130;3;3;9;3;3;7;5;2;2;2;4;3; 
70;5;3;0;3;3;6;5;2;2;2;4;3; 
240;5;3;5;3;2;5;4;1;2;2;4;3; 
60;2;3;10;2;2;5;6;2;2;2;4;3; 
30;5;3;5;4;2;8;3;1;2;2;4;3; 
45;2;2;4;4;2;4;3;9;2;2;4;3; 
30;5;3;5;3;2;6;5;2;2;2;4;3; 
30;1;4;5;3;2;8;3;2;2;2;4;3; 
120;5;2;10;1;2;8;3;2;2;2;4;3; 
30;5;3;4;3;2;3;5;2;2;2;4;3; 
60;1;3;10;1;2;8;3;2;2;2;4;3; 
60;4;3;5;3;2;6;3;2;2;2;4;3; 
90;3;3;9;2;2;2;6;1;2;2;4;3; 
15;5;2;5;4;4;8;3;2;2;2;4;3; 
140;1;2;5;2;2;8;4;2;2;2;4;3; 
130;5;2;5;2;2;5;5;2;2;2;4;3; 
30;5;3;5;4;2;3;3;1;2;2;4;3; 
60;5;3;5;3;3;7;4;2;2;2;4;3; 
60;1;4;1;9;2;7;3;2;2;2;4;3; 
5;5;3;5;3;2;4;5;2;2;2;4;3; 
200;9;2;10;1;3;10;3;2;2;2;4;3; 
90;4;2;8;2;2;8;4;2;2;2;4;3; 
60;5;2;2;1;3;7;3;2;2;2;4;3; 
130;3;2;5;1;3;10;3;2;2;2;4;3; 
90;1;2;10;1;3;7;3;2;2;2;4;3; 
180;4;2;1;2;9;2;4;1;2;2;4;3; 
30;2;2;10;1;2;8;2;2;2;2;4;3; 
20;5;3;5;4;4;2;5;1;2;2;4;3; 
90;5;2;5;2;3;5;5;1;2;2;4;3; 
40;5;3;2;1;2;5;4;2;2;2;4;3; 
80;3;3;5;2;2;5;3;2;2;2;4;3; 
90;5;2;10;3;3;7;5;6;2;2;4;3; 
60;5;3;4;2;3;3;3;2;2;2;4;3; 
30;5;2;5;3;3;0;6;1;2;2;4;3; 
60;2;2;2;4;3;8;2;2;2;2;4;3; 
60;2;2;5;3;3;2;5;2;2;2;4;3; 
20;3;3;5;2;3;5;3;2;2;2;4;3; 
60;5;3;8;3;2;8;4;2;2;2;4;3; 
240;2;2;9;2;2;99;3;2;2;2;4;3; 
30;2;3;9;3;2;3;5;2;2;2;4;3; 
80;2;2;5;2;1;5;4;2;2;2;4;3; 
120;5;3;5;2;2;2;5;2;2;2;4;3; 
30;5;2;0;2;1;5;4;2;2;2;4;3; 
45;2;3;8;3;2;7;3;2;2;2;4;3; 
45;5;2;10;2;2;7;3;2;2;2;4;3; 
120;4;3;99;3;3;10;6;2;2;2;4;3; 
30;5;3;7;3;2;6;3;2;2;2;4;3; 
90;3;3;10;2;2;10;3;2;2;2;4;3; 
180;2;2;10;2;3;3;3;2;2;2;4;3; 
30;5;3;8;2;3;8;3;2;2;2;4;3; 
10;4;3;5;2;3;99;3;2;2;2;4;3; 
60;5;2;4;3;2;1;7;2;2;2;4;3; 
150;1;2;5;2;2;5;3;2;2;2;4;3; 
60;2;4;9;3;2;7;3;2;2;2;4;3; 
75;5;2;8;2;2;9;2;2;2;2;4;3; 
40;5;3;5;3;2;6;5;2;2;2;4;3; 
300;5;1;10;3;2;0;7;2;2;2;4;3; 
70;1;3;10;2;2;8;3;2;2;2;4;3; 
150;4;3;4;2;3;8;2;2;2;2;4;3; 
30;5;3;5;4;1;2;6;1;2;3;5;3; 
60;5;2;9;2;1;4;5;1;2;3;5;3; 
60;5;2;2;3;1;1;5;2;2;3;5;3; 
120;5;4;99;3;4;7;6;2;2;3;5;3; 
120;5;2;6;3;3;3;5;1;2;3;5;3; 
60;5;2;4;2;2;8;3;9;2;3;5;3; 
20;5;3;7;2;3;5;4;2;2;3;5;3; 
130;5;3;5;4;2;7;5;1;2;3;5;3; 
30;3;3;5;2;3;4;4;2;2;3;5;3; 
15;2;3;7;2;3;5;5;2;2;3;5;3; 
90;5;2;7;1;3;6;3;2;2;3;5;3; 
120;5;2;0;2;1;0;6;1;2;3;5;3; 
119;5;2;5;3;1;5;5;1;2;3;5;3; 
330;5;1;8;2;2;10;3;2;2;3;5;3; 
132;5;2;9;2;2;7;3;2;2;3;5;3; 
130;5;2;3;2;3;4;4;2;2;3;5;3; 
90;5;3;5;2;3;9;3;2;2;3;5;3; 
10;5;3;6;2;1;8;4;1;2;3;5;3; 
120;5;1;5;3;2;7;3;1;2;3;6;3; 
60;2;3;99;4;2;8;3;2;2;3;6;3; 
15;5;3;6;2;3;8;4;1;2;3;6;3; 
60;4;3;8;2;2;5;4;1;2;3;6;3; 
10;5;2;5;4;2;5;5;1;2;3;6;3; 
60;5;2;2;3;2;8;3;1;2;3;6;3; 
30;5;3;5;4;3;4;6;2;2;3;6;3; 
150;5;2;4;4;3;2;6;1;2;3;6;3; 
20;5;2;7;3;3;9;3;2;2;3;6;3; 
180;5;1;10;5;3;10;3;2;2;3;6;3; 
20;9;3;7;3;2;6;4;1;2;3;6;3; 
150;5;1;10;3;3;7;3;2;2;3;6;3; 
90;5;2;5;3;2;5;5;1;2;3;6;3; 
15;5;3;2;4;2;2;7;6;2;3;6;3; 
30;5;2;7;5;2;1;6;1;2;3;6;3; 
150;5;1;6;2;3;8;3;2;2;3;6;3; 
120;5;1;1;2;2;2;5;2;2;3;6;3; 
30;4;2;3;2;2;7;4;1;2;3;6;3; 
10;4;3;10;2;2;7;1;2;2;3;6;3; 
40;4;2;7;4;2;10;3;2;2;3;6;3; 
30;5;2;5;2;2;6;5;1;2;3;6;3; 
90;5;3;6;3;3;6;3;2;2;3;6;3; 
9999;5;3;8;4;1;7;3;2;2;3;6;3; 
25;5;2;3;2;3;7;3;2;2;3;6;3; 
180;5;1;5;2;2;9;3;2;2;3;6;3; 
150;5;2;5;4;2;8;3;2;2;3;6;3; 
15;5;4;8;2;2;10;3;2;2;3;6;3; 
90;3;2;2;1;2;1;7;2;2;3;6;3; 
15;5;3;5;4;2;9;3;2;2;3;6;3; 
120;5;2;5;3;2;4;4;1;2;3;6;3; 
25;5;3;5;4;3;0;6;2;2;3;6;3; 
30;4;3;5;3;3;8;3;2;2;3;6;3; 
120;5;3;3;4;2;7;6;6;2;3;6;3; 
15;5;4;3;5;3;0;6;1;2;3;6;3; 
30;5;3;5;3;2;9;5;2;2;3;6;3; 
120;5;2;9;1;2;9;1;2;2;3;6;3; 
20;5;3;7;3;2;7;3;1;2;3;6;3; 
180;5;2;5;3;2;3;5;2;2;3;6;3; 
180;5;1;3;2;3;1;6;2;2;3;6;3; 
60;5;2;5;4;2;7;3;2;2;3;6;3; 
60;4;2;5;1;3;3;7;2;2;3;6;3; 
60;5;2;4;3;3;1;7;2;2;3;6;3; 
150;5;1;5;1;2;5;5;2;2;3;6;3; 
60;5;3;5;3;3;6;4;1;2;3;6;3; 
120;5;2;10;2;2;7;3;2;2;3;6;3; 
120;3;2;10;2;3;7;3;2;2;3;6;3; 
30;5;3;6;3;1;8;3;2;2;3;6;3; 
90;5;2;9;2;2;5;3;2;2;3;6;3; 
60;5;3;5;4;1;6;4;2;2;3;6;3; 
120;5;3;5;2;1;7;4;2;2;3;6;3; 
30;5;3;3;2;2;4;6;1;2;3;6;3; 
210;3;2;8;2;3;5;3;2;2;3;6;3; 
60;5;3;0;4;2;5;5;2;2;3;6;3; 
140;5;2;1;4;2;0;7;1;2;3;6;3; 
120;5;3;99;3;3;4;6;1;2;3;6;3; 
120;5;3;5;3;3;6;4;2;2;3;6;3; 
9999;9;3;99;9;3;99;1;2;9;1;1;3; 
5;5;4;5;4;3;5;7;9;9; ; ;3; 
30;5;3;10;2;3;7;3;9;9;1;2;3; 
150;1;3;99;2;2;7;3;9;9;1;1;3; 
90;1;2;10;2;3;9;3;2;9;1;1;3; 
150;3;2;10;1;2;9;2;9;9;1;1;3; 
180;1;1;10;1;4;10;2;9;9;1;2;3; 
120;9;2;7;1;4;8;3;2;9;1;2;3; 
100;5;2;5;3;3;8;2;2;9;1;2;3; 
90;4;2;5;3;2;3;5;9;9;2;3;3; 
30;5;2;5;2;2;4;4;2;9;2;3;3; 
110;3;2;10;2;1;10;5;9;9;2;3;3; 
150;5;1;10;1;2;10;4;9;9;2;4;3; 
90;3;2;10;1;3;5;5;2;9;2;4;3; 
150;2;3;99;2;3;5;3;9;9;3;6;3; 
210;1;1;5;3;2;4;6;9;9;3;6;3; 
60;3;3;4;2;3;7;4;2;2;1;2;2; 
210;5;2;3;3;2;10;3;2;2;1;2;2; 
210;2;3;8;1;4;5;5;1;2;1;2;2; 
90;4;2;0;2;2;5;2;2;2;1;2;2; 
300;5;1;10;2;4;10;3;2;2;1;2;2; 
60;3;2;5;2;2;6;5;2;2;1;2;2; 
480;3;3;8;4;4;0;7;1;2;1;2;2; 
90;5;2;7;2;3;4;6;2;2;2;3;2; 
30;5;3;1;4;3;0;7;1;2;2;3;2; 
120;5;2;6;4;2;3;6;2;2;2;3;2; 
15;5;4;0;4;2;8;5;2;2;2;3;2; 
15;5;4;5;2;1;0;5;1;2;2;3;2; 
9999;5;3;5;5;4;10;7;2;2;2;3;2; 
60;2;2;8;3;3;7;3;2;2;2;3;2; 
30;5;3;5;4;3;0;7;6;2;2;3;2; 
90;5;3;3;3;2;5;6;2;2;2;3;2; 
120;5;2;4;2;3;3;6;2;2;2;3;2; 
10;5;4;5;1;3;9;3;1;2;2;3;2; 
5;5;3;5;4;3;1;7;2;2;2;3;2; 
240;5;2;10;1;2;8;4;1;2;2;3;2; 
60;3;3;5;3;2;10;1;2;2;2;3;2; 
1;3;3;7;4;3;4;5;2;2;2;3;2; 
15;5;3;2;4;1;5;5;6;2;2;3;2; 
30;3;3;5;5;1;0;6;1;2;2;3;2; 
50;5;2;5;5;2;7;4;6;2;2;3;2; 
30;5;3;0;4;2;5;5;2;2;2;3;2; 
150;5;1;3;3;2;4;6;6;2;2;3;2; 
60;4;2;7;4;2;2;6;1;2;2;3;2; 
15;5;2;7;2;2;5;4;2;2;2;3;2; 
30;4;3;5;2;2;6;4;6;2;2;3;2; 
255;5;3;1;1;2;5;5;2;2;2;3;2; 
90;5;2;10;3;4;3;7;1;2;2;3;2; 
9999;5;4;10;5;3;10;3;2;2;2;3;2; 
120;5;2;5;3;3;3;6;9;2;2;3;2; 
120;5;2;5;1;2;0;7;2;2;2;3;2; 
30;5;2;7;3;2;6;5;2;2;2;3;2; 
10;5;4;6;2;1;6;4;2;2;2;4;2; 
30;5;3;5;2;2;7;5;2;2;2;4;2; 
60;3;2;5;2;3;2;6;2;2;2;4;2; 
60;5;3;6;3;3;3;4;6;2;2;4;2; 
40;5;2;7;3;2;0;7;2;2;2;4;2; 
165;5;2;5;4;2;0;7;2;2;2;4;2; 
150;5;2;10;2;3;5;5;2;2;2;4;2; 
60;1;3;0;1;2;5;6;2;2;2;4;2; 
60;5;3;10;2;2;7;3;2;2;2;4;2; 
10;5;2;5;2;1;3;7;1;2;2;4;2; 
30;5;3;5;1;1;8;3;2;2;2;4;2; 
90;4;2;4;1;3;3;6;1;2;2;4;2; 
30;5;3;5;2;3;7;3;1;2;2;4;2; 
15;5;3;5;1;2;5;6;1;2;2;4;2; 
10;5;3;5;3;3;5;5;2;2;2;4;2; 
300;5;2;8;2;4;99;5;2;2;2;4;2; 
30;5;4;3;9;1;0;7;2;2;2;4;2; 
60;5;3;3;4;2;5;5;2;2;2;4;2; 
60;4;2;2;3;3;3;4;2;2;2;4;2; 
60;5;2;3;2;2;0;7;1;2;2;4;2; 
120;4;2;3;4;1;5;5;1;2;2;4;2; 
30;5;2;6;2;2;1;5;1;2;2;4;2; 
145;5;2;4;1;2;5;5;2;2;2;4;2; 
75;5;4;5;3;2;1;7;6;2;2;4;2; 
65;5;1;9;3;2;7;3;2;2;2;4;2; 
15;5;4;5;4;2;3;6;6;2;3;5;2; 
30;5;2;7;3;1;9;3;1;2;3;5;2; 
60;5;1;5;4;1;8;3;1;2;3;5;2; 
20;9;3;9;2;2;9;2;2;2;3;5;2; 
120;3;2;4;4;2;1;7;2;2;3;5;2; 
45;5;2;7;4;1;6;6;1;2;3;5;2; 
60;5;2;4;2;1;7;4;1;2;3;6;2; 
150;5;2;7;2;1;6;3;2;2;3;6;2; 
20;2;3;10;1;2;10;1;2;2;3;6;2; 
60;5;3;6;2;2;8;4;2;2;3;6;2; 
15;5;3;8;4;2;0;6;1;2;3;6;2; 
60;3;3;5;2;2;7;2;2;2;3;6;2; 
120;4;3;6;2;2;4;5;2;2;3;6;2; 
15;5;4;5;3;2;8;5;1;2;3;6;2; 
9999;5;4;10;3;1;4;7;2;2;3;6;2; 
60;5;3;5;2;3;8;5;1;2;3;6;2; 
30;5;4;3;3;2;2;5;6;2;3;6;2; 
60;1;2;8;2;4;7;3;2;2; ; ;2; 
105;5;3;5;3;2;8;3;2;2; ; ;2; 
150;3;3;5;4;4;2;3;2;2;1;1;2; 
60;9;2;0;1;2;3;6;1;2;1;1;2; 
10;5;2;4;5;2;3;5;2;2;1;1;2; 
60;5;3;5;3;2;0;7;2;2;1;1;2; 
60;5;3;5;4;2;8;3;2;2;1;1;2; 
150;4;2;8;2;3;5;3;2;2;1;1;2; 
30;5;1;3;5;3;0;7;2;2;1;1;2; 
15;3;4;5;3;3;3;6;2;2;1;1;2; 
105;5;3;8;2;3;5;6;6;2;1;1;2; 
9999;2;3;5;3;3;4;3;2;2;1;1;2; 
90;5;3;7;2;1;6;5;2;2;1;1;2; 
50;5;4;5;4;3;3;5;2;2;1;1;2; 
60;5;2;3;3;2;5;4;2;2;1;1;2; 
15;5;3;9;4;3;4;3;2;2;1;1;2; 
30;4;3;7;1;2;7;3;2;2;1;1;2; 
60;5;2;6;4;2;6;3;2;2;1;1;2; 
120;1;2;2;2;3;4;5;2;2;1;1;2; 
9999;5;4;4;4;1;6;4;2;2;1;1;2; 
20;5;2;2;4;3;8;3;2;2;1;1;2; 
20;5;2;7;1;1;1;4;2;2;1;1;2; 
90;5;3;5;3;2;5;4;2;2;1;1;2; 
20;5;3;6;4;2;5;5;2;2;1;1;2; 
330;5;3;1;2;3;6;3;2;2;1;1;2; 
20;5;3;99;3;3;5;5;2;2;1;1;2; 
10;5;3;99;3;2;10;2;2;2;1;1;2; 
240;1;3;8;2;3;5;3;2;2;1;1;2; 
90;5;1;0;1;3;5;5;6;2;1;1;2; 
150;1;2;8;2;3;6;5;2;2;1;1;2; 
30;5;3;5;4;3;2;5;2;2;1;1;2; 
30;5;4;5;2;1;2;6;1;2;1;1;2; 
20;5;3;0;3;3;1;7;2;2;1;1;2; 
30;5;3;3;3;2;0;7;2;2;1;1;2; 
30;5;2;10;4;1;3;5;2;2;1;1;2; 
20;5;3;5;3;3;0;7;2;2;1;1;2; 
15;5;4;99;2;2;2;5;2;2;1;1;2; 
9999;1;3;99;1;3;99;99;2;2;1;1;2; 
120;1;3;10;3;2;10;3;2;2;1;1;2; 
60;1;3;99;3;4;3;6;2;2;1;1;2; 
340;2;2;5;2;3;5;6;2;2;1;1;2; 
60;5;3;99;3;4;3;5;2;2;1;1;2; 
180;5;2;0;1;4;2;3;2;2;1;1;2; 
40;5;3;0;2;2;7;5;1;2;1;2;2; 
120;5;2;5;4;3;6;2;2;2;1;2;2; 
10;5;4;5;3;2;5;6;6;2;1;2;2; 
60;5;2;10;1;2;10;5;2;2;1;2;2; 
30;5;4;4;3;3;3;6;2;2;1;2;2; 
120;1;2;7;1;3;8;3;2;2;1;2;2; 
120;4;1;2;4;3;1;6;2;2;1;2;2; 
90;2;3;6;4;3;8;2;2;2;1;2;2; 
210;1;3;10;2;3;10;1;2;2;1;2;2; 
75;2;3;6;2;3;4;4;2;2;1;2;2; 
60;1;2;9;2;4;8;4;2;2;1;2;2; 
260;1;1;0;1;2;10;5;2;2;1;2;2; 
60;5;2;10;1;2;10;3;2;2;1;2;2; 
160;5;2;6;1;2;8;3;2;2;1;2;2; 
90;5;3;5;2;3;2;6;2;2;1;2;2; 
30;4;3;9;3;2;8;3;2;2;1;2;2; 
30;2;4;5;2;4;2;6;2;2;1;2;2; 
60;5;3;5;2;3;9;3;2;2;1;2;2; 
120;1;2;5;9;3;5;4;2;2;1;2;2; 
90;3;3;4;2;2;7;3;2;2;1;2;2; 
120;5;3;10;1;3;10;4;1;2;1;2;2; 
300;1;2;10;1;3;99;4;2;2;1;2;2; 
60;1;3;5;2;2;5;3;2;2;1;2;2; 
10;4;3;5;2;2;4;5;2;2;1;2;2; 
20;1;3;10;1;3;9;2;2;2;1;2;2; 
300;2;2;7;2;3;5;5;2;2;1;2;2; 
120;3;3;10;2;2;5;3;2;2;1;2;2; 
90;5;3;99;2;2;7;5;1;2;1;2;2; 
120;5;2;10;1;2;10;4;2;2;1;2;2; 
150;1;2;10;2;3;8;5;2;2;1;2;2; 
90;5;2;6;1;2;8;4;2;2;1;2;2; 
150;1;2;10;2;2;3;3;2;2;1;2;2; 
30;2;3;0;1;2;9;3;2;2;1;2;2; 
40;1;2;9;2;2;8;3;2;2;1;2;2; 
60;4;3;8;2;3;10;3;2;2;1;2;2; 
110;1;3;5;2;3;3;6;2;2;1;2;2; 
150;2;3;10;2;2;10;3;2;2;1;2;2; 
490;5;2;2;3;3;6;3;2;2;1;2;2; 
60;5;3;6;1;3;99;5;2;2;1;2;2; 
120;5;3;5;4;2;3;5;2;2;1;2;2; 
70;2;3;10;1;3;7;2;2;2;1;2;2; 
230;2;3;4;1;2;8;3;2;2;1;2;2; 
30;1;4;8;2;4;9;2;2;2;1;2;2; 
90;5;3;8;2;2;5;4;2;2;1;2;2; 
60;4;2;2;4;3;10;2;2;2;1;2;2; 
180;2;3;10;1;4;10;5;2;2;1;2;2; 
20;1;4;2;3;4;9;2;1;2;1;2;2; 
120;2;3;5;2;2;5;3;2;2;1;2;2; 
15;5;2;5;2;2;99;3;2;2;1;2;2; 
60;5;2;5;4;3;99;4;2;2;1;2;2; 
30;5;3;10;2;3;6;3;1;2;1;2;2; 
120;1;1;10;1;2;10;3;2;2;1;2;2; 
60;3;2;5;2;3;3;6;2;2;1;2;2; 
60;2;3;5;3;3;5;4;2;2;1;2;2; 
120;3;4;5;3;3;1;7;2;2;1;2;2; 
180;5;2;10;2;3;10;4;2;2;1;2;2; 
60;5;2;4;2;3;4;6;2;2;1;2;2; 
60;3;2;10;3;3;9;3;2;2;1;2;2; 
15;1;3;7;1;2;5;5;2;2;1;2;2; 
150;5;2;3;1;2;3;6;2;2;1;2;2; 
60;5;2;7;2;2;8;4;2;2;1;2;2; 
140;5;3;5;4;2;6;5;2;2;1;2;2; 
270;2;2;0;4;4;0;7;2;2;1;2;2; 
9999;9;9;10;4;3;10;3;2;2;1;2;2; 
110;2;2;5;3;3;9;3;2;2;1;2;2; 
390;2;2;6;2;3;8;4;2;2;1;2;2; 
150;2;2;10;2;2;8;5;2;2;1;2;2; 
45;5;2;8;3;2;8;3;2;2;1;2;2; 
60;3;2;3;2;3;99;4;2;2;1;2;2; 
80;2;2;5;3;2;8;3;2;2;1;2;2; 
60;1;3;5;3;2;5;5;2;2;1;2;2; 
230;5;2;0;2;3;3;4;2;2;1;2;2; 
120;5;2;7;3;2;8;3;2;2;1;2;2; 
120;1;1;0;4;3;10;5;2;2;1;2;2; 
360;4;1;3;3;4;0;7;2;2;1;2;2; 
120;5;2;5;4;2;3;6;2;2;1;2;2; 
30;2;2;5;2;3;3;5;2;2;1;2;2; 
150;9;1;10;2;3;10;2;2;2;1;2;2; 
60;4;2;8;2;2;5;6;2;2;1;2;2; 
90;2;3;0;1;4;10;5;2;2;1;2;2; 
120;1;3;5;4;2;7;3;2;2;2;3;2; 
120;5;1;4;2;2;8;3;2;2;2;3;2; 
60;5;3;5;2;2;7;4;1;2;2;3;2; 
90;9;3;5;1;3;9;3;2;2;2;3;2; 
15;2;3;5;1;3;7;4;2;2;2;3;2; 
60;5;3;6;2;3;7;3;1;2;2;3;2; 
120;4;4;5;4;3;6;4;2;2;2;3;2; 
120;5;2;99;4;2;10;6;2;2;2;3;2; 
300;1;1;0;1;3;5;5;2;2;2;3;2; 
40;5;2;5;4;4;1;7;2;2;2;3;2; 
220;5;1;10;2;3;99;3;2;2;2;3;2; 
20;5;3;5;3;4;5;3;2;2;2;3;2; 
20;3;3;3;2;2;1;6;2;2;2;3;2; 
10;4;3;9;2;3;6;2;1;2;2;3;2; 
120;5;2;5;3;3;6;4;2;2;2;3;2; 
60;2;3;4;2;3;5;4;2;2;2;3;2; 
30;4;3;5;5;2;0;6;2;2;2;3;2; 
10;5;4;99;3;1;6;4;2;2;2;3;2; 
60;3;2;3;3;3;5;5;2;2;2;3;2; 
180;5;2;5;1;2;10;3;2;2;2;3;2; 
150;5;2;3;2;2;3;5;2;2;2;3;2; 
