news;internet;politics;lrscale;obedience;health;religious;relattend;livewomarr;divorced;edu3;edu6;zamieszkanie3;rozwod_balanced
90;5;1;4;4;1;3;3;1;2;2;3;2; 
150;5;1;10;2;2;10;3;2;2;2;3;2; 
15;5;3;8;2;2;4;5;1;2;2;3;2; 
180;1;1;10;1;3;9;3;2;2;2;3;2; 
120;1;2;5;2;2;5;5;2;2;2;3;2; 
150;5;1;10;1;3;10;3;2;2;2;3;2; 
60;5;2;5;2;2;5;6;2;2;2;3;2; 
120;5;3;2;3;3;0;7;2;2;2;3;2; 
40;5;3;2;3;2;2;7;2;2;2;3;2; 
15;5;3;6;4;3;5;3;2;2;2;3;2; 
60;5;3;4;3;1;2;5;2;2;2;3;2; 
20;4;3;3;5;2;8;2;2;2;2;3;2; 
360;3;2;4;3;2;4;6;2;2;2;3;2; 
60;5;3;5;2;3;2;6;2;2;2;3;2; 
300;5;1;6;5;3;3;7;6;2;2;3;2; 
40;5;2;0;5;3;0;5;2;2;2;3;2; 
10;5;3;5;3;3;10;3;2;2;2;3;2; 
210;4;2;0;3;2;3;5;2;2;2;3;2; 
15;5;3;2;2;3;5;5;2;2;2;3;2; 
20;9;3;5;3;2;0;7;2;2;2;3;2; 
30;5;3;5;3;2;5;5;2;2;2;3;2; 
9999;5;4;5;3;3;6;5;1;2;2;3;2; 
30;5;2;5;4;2;2;7;6;2;2;3;2; 
90;5;2;5;5;1;0;5;2;2;2;3;2; 
15;5;3;4;2;5;10;2;2;2;2;3;2; 
120;2;2;5;4;3;6;4;2;2;2;3;2; 
30;5;2;3;2;2;0;7;2;2;2;3;2; 
15;5;2;8;4;2;4;6;1;2;2;3;2; 
90;4;3;0;1;2;6;5;1;2;2;3;2; 
30;3;3;99;1;3;5;2;2;2;2;3;2; 
40;5;2;5;4;3;3;5;2;2;2;3;2; 
120;5;2;5;3;3;3;7;2;2;2;3;2; 
240;5;2;5;2;2;5;5;2;2;2;3;2; 
60;3;3;3;4;2;5;4;2;2;2;3;2; 
30;5;3;8;2;2;5;3;2;2;2;3;2; 
30;5;2;5;4;2;3;5;1;2;2;3;2; 
30;4;3;7;3;3;7;5;2;2;2;3;2; 
90;5;3;99;2;3;6;4;2;2;2;3;2; 
20;5;3;0;4;3;1;7;2;2;2;3;2; 
240;5;1;7;2;3;7;1;2;2;2;3;2; 
40;5;3;7;2;1;4;5;2;2;2;3;2; 
120;4;2;8;2;2;9;2;2;2;2;3;2; 
60;5;2;4;4;2;5;3;2;2;2;3;2; 
60;5;2;3;4;2;0;7;2;2;2;3;2; 
119;5;2;5;3;2;6;3;2;2;2;3;2; 
2;5;4;5;3;4;1;7;2;2;2;3;2; 
90;1;2;2;2;2;0;6;2;2;2;3;2; 
300;5;2;1;4;2;2;7;1;2;2;3;2; 
5;5;3;5;3;2;7;3;2;2;2;3;2; 
150;3;2;10;4;3;2;6;2;2;2;3;2; 
20;5;3;99;1;2;3;5;1;2;2;3;2; 
30;5;4;5;1;3;2;5;2;2;2;3;2; 
90;2;3;5;2;3;5;5;2;2;2;3;2; 
170;5;2;5;2;3;8;3;9;2;2;3;2; 
210;5;1;10;2;1;8;3;2;2;2;3;2; 
15;4;4;7;3;2;6;3;2;2;2;3;2; 
9999;1;3;7;2;2;9;3;2;2;2;3;2; 
20;5;2;5;1;1;8;5;2;2;2;3;2; 
60;5;2;0;2;3;5;3;2;2;2;3;2; 
90;3;3;3;2;3;5;5;2;2;2;3;2; 
60;5;3;9;2;1;10;3;1;2;2;3;2; 
120;5;2;5;1;3;8;3;2;2;2;3;2; 
10;5;4;10;2;3;7;6;2;2;2;3;2; 
9999;5;3;5;2;3;6;5;1;2;2;3;2; 
150;4;4;6;2;2;9;6;6;2;2;3;2; 
150;4;2;0;1;2;10;5;2;2;2;3;2; 
210;5;1;10;2;3;8;3;2;2;2;3;2; 
100;4;3;4;3;3;3;6;2;2;2;3;2; 
30;5;3;5;2;4;8;2;2;2;2;3;2; 
30;5;3;5;1;2;5;6;2;2;2;3;2; 
60;5;3;6;2;3;5;5;6;2;2;3;2; 
45;5;3;10;2;2;5;5;2;2;2;4;2; 
180;5;2;6;2;2;5;5;2;2;2;4;2; 
105;5;2;5;3;3;4;6;2;2;2;4;2; 
60;1;3;5;4;5;0;7;1;2;2;4;2; 
120;5;2;5;2;3;3;6;9;2;2;4;2; 
30;5;3;4;4;2;8;5;1;2;2;4;2; 
300;5;1;4;1;2;10;3;2;2;2;4;2; 
9999;5;2;99;9;2;99;5;1;2;2;4;2; 
120;4;2;1;3;3;8;3;2;2;2;4;2; 
150;4;2;2;1;2;2;5;2;2;2;4;2; 
30;3;3;4;2;2;6;4;2;2;2;4;2; 
30;5;4;6;3;3;3;5;2;2;2;4;2; 
120;2;2;0;2;3;5;4;2;2;2;4;2; 
180;9;2;1;1;3;8;5;2;2;2;4;2; 
20;5;2;8;1;4;0;6;2;2;2;4;2; 
60;5;2;7;1;3;6;5;2;2;2;4;2; 
60;2;3;3;3;3;0;7;2;2;2;4;2; 
10;5;4;5;4;4;1;5;2;2;2;4;2; 
90;5;3;5;1;2;10;2;2;2;2;4;2; 
120;5;2;4;2;2;7;7;2;2;2;4;2; 
60;5;3;5;2;3;5;3;2;2;2;4;2; 
30;5;3;4;4;3;3;7;2;2;2;4;2; 
40;5;3;5;2;2;5;5;2;2;2;4;2; 
100;5;1;7;1;2;8;3;2;2;2;4;2; 
120;5;2;5;3;3;9;3;2;2;2;4;2; 
30;4;3;3;4;2;0;6;1;2;2;4;2; 
150;3;2;2;1;2;5;5;2;2;2;4;2; 
150;5;3;5;3;3;6;4;1;2;2;4;2; 
90;5;2;7;2;2;99;3;2;2;2;4;2; 
60;5;3;5;1;2;4;6;1;2;2;4;2; 
180;5;1;5;3;3;2;7;2;2;2;4;2; 
30;3;3;5;2;4;7;4;1;2;2;4;2; 
165;2;2;7;2;2;10;1;2;2;2;4;2; 
120;5;2;10;1;2;5;6;2;2;2;4;2; 
120;1;2;8;2;3;7;3;2;2;2;4;2; 
9999;5;3;7;3;2;5;4;6;2;2;4;2; 
60;5;3;10;1;2;9;3;2;2;2;4;2; 
300;4;1;5;1;1;5;5;1;2;2;4;2; 
90;5;3;7;2;3;8;4;1;2;2;4;2; 
60;1;3;10;1;3;7;3;2;2;2;4;2; 
5;5;3;3;4;1;1;7;2;2;2;4;2; 
210;5;3;7;2;2;2;5;2;2;2;4;2; 
40;3;3;10;2;2;5;5;2;2;2;4;2; 
750;2;1;10;2;3;8;3;1;2;2;4;2; 
210;5;1;4;3;4;6;3;2;2;2;4;2; 
40;5;3;10;3;4;10;3;2;2;2;4;2; 
60;5;2;0;2;2;7;3;2;2;2;4;2; 
30;3;3;99;3;2;8;4;2;2;2;4;2; 
150;5;2;0;2;4;0;7;2;2;2;4;2; 
15;5;3;10;2;3;7;3;2;2;2;4;2; 
120;3;3;3;3;1;5;4;2;2;2;4;2; 
20;5;3;5;4;3;3;5;1;2;2;4;2; 
5;4;3;5;2;1;1;5;6;2;2;4;2; 
150;5;3;5;2;1;2;6;2;2;2;4;2; 
30;5;3;8;3;2;2;5;1;2;2;4;2; 
60;4;3;8;2;2;8;3;2;2;2;4;2; 
90;5;2;8;1;2;99;5;2;2;2;4;2; 
90;5;2;3;2;2;8;2;2;2;2;4;2; 
120;2;2;0;5;2;0;7;2;2;2;4;2; 
120;5;2;99;3;3;8;2;2;2;2;4;2; 
60;5;2;10;1;3;5;3;2;2;2;4;2; 
360;1;2;10;1;4;10;2;2;2;2;4;2; 
180;1;3;5;2;3;5;3;2;2;2;4;2; 
60;5;2;5;1;1;10;4;1;2;2;4;2; 
240;2;2;99;3;3;6;6;2;2;2;4;2; 
90;5;2;10;2;1;10;3;2;2;2;4;2; 
60;5;2;7;2;2;6;4;2;2;2;4;2; 
30;1;4;10;1;3;9;2;2;2;2;4;2; 
15;5;4;7;2;3;7;5;2;2;2;4;2; 
240;5;1;4;2;2;2;7;2;2;2;4;2; 
30;3;3;0;2;3;5;4;2;2;2;4;2; 
300;5;2;2;2;2;4;5;2;2;2;4;2; 
90;1;2;0;3;2;0;6;2;2;2;4;2; 
60;4;4;0;1;2;5;5;2;2;2;4;2; 
150;5;2;99;2;3;1;99;2;2;2;4;2; 
90;5;3;8;5;2;3;4;2;2;2;4;2; 
90;3;2;10;2;3;6;3;2;2;2;4;2; 
120;5;2;5;3;2;5;5;1;2;2;4;2; 
210;5;1;0;1;3;4;3;2;2;2;4;2; 
840;5;3;0;2;3;7;5;2;2;2;4;2; 
420;5;2;8;2;2;7;3;2;2;2;4;2; 
120;5;2;5;2;3;8;4;2;2;2;4;2; 
180;5;2;3;2;3;10;3;2;2;2;4;2; 
30;3;4;5;2;2;6;5;2;2;2;4;2; 
10;5;4;7;3;1;7;5;2;2;2;4;2; 
50;5;3;99;2;2;10;2;2;2;2;4;2; 
150;4;2;8;2;2;9;3;2;2;2;4;2; 
20;5;3;5;2;2;8;5;2;2;2;4;2; 
210;5;3;0;1;2;2;5;2;2;2;4;2; 
30;5;3;10;1;5;8;3;2;2;2;4;2; 
150;2;2;10;2;3;7;4;2;2;2;4;2; 
60;5;2;5;2;3;0;5;2;2;2;4;2; 
120;5;2;0;4;3;0;7;1;2;2;4;2; 
240;5;2;4;2;3;0;7;9;2;2;4;2; 
30;5;3;8;3;3;7;3;2;2;2;4;2; 
110;3;2;9;1;3;9;2;2;2;2;4;2; 
25;3;2;10;1;2;9;3;2;2;2;4;2; 
210;3;1;4;2;2;3;6;2;2;2;4;2; 
120;5;3;10;2;2;9;3;2;2;2;4;2; 
340;2;1;10;2;2;5;4;6;2;2;4;2; 
90;5;2;9;2;2;8;3;6;2;2;4;2; 
30;5;3;7;3;3;8;2;2;2;3;5;2; 
120;4;2;5;2;2;3;6;2;2;3;5;2; 
60;5;4;5;2;2;2;5;1;2;3;5;2; 
360;5;3;7;4;3;4;6;2;2;3;5;2; 
30;5;2;5;3;3;2;5;1;2;3;5;2; 
30;5;2;3;4;2;6;3;2;2;3;5;2; 
120;5;2;3;1;2;5;5;6;2;3;5;2; 
70;3;2;0;2;2;2;5;2;2;3;5;2; 
60;3;3;10;1;3;9;3;2;2;3;5;2; 
30;5;2;5;3;2;2;6;2;2;3;5;2; 
30;5;3;4;3;2;99;4;1;2;3;5;2; 
120;3;2;3;2;3;99;5;2;2;3;5;2; 
140;5;1;7;4;2;3;5;2;2;3;5;2; 
30;5;4;4;3;3;6;3;2;2;3;5;2; 
50;5;2;0;1;3;5;4;2;2;3;5;2; 
30;5;3;7;5;3;0;7;2;2;3;5;2; 
60;5;1;10;1;1;2;6;2;2;3;5;2; 
140;3;2;5;3;3;1;6;1;2;3;5;2; 
50;3;3;6;3;2;8;1;2;2;3;5;2; 
120;4;3;5;4;2;6;5;1;2;3;5;2; 
30;5;3;8;4;2;8;3;1;2;3;5;2; 
180;2;2;0;3;2;2;6;2;2;3;5;2; 
360;5;2;10;2;3;0;7;2;2;3;5;2; 
90;2;1;4;4;3;7;3;2;2;3;5;2; 
60;4;3;99;3;2;2;7;1;2;3;5;2; 
60;2;4;99;5;2;3;5;2;2;3;5;2; 
70;4;3;10;1;2;0;5;2;2;3;5;2; 
60;4;2;10;1;2;8;3;2;2;3;5;2; 
20;5;3;5;3;1;1;7;1;2;3;5;2; 
60;5;3;6;2;3;8;3;2;2;3;5;2; 
60;5;3;5;3;3;6;4;2;2;3;5;2; 
90;5;2;4;3;3;6;7;1;2;3;5;2; 
60;5;2;0;3;4;5;4;2;2;3;5;2; 
180;5;3;5;3;2;0;7;2;2;3;5;2; 
120;3;2;8;1;2;6;3;2;2;3;5;2; 
120;5;2;4;3;2;3;6;2;2;3;5;2; 
120;5;2;7;3;2;8;3;2;2;3;5;2; 
10;5;3;5;2;1;4;5;1;2;3;5;2; 
30;4;3;5;3;2;5;4;1;2;3;5;2; 
60;5;3;7;4;2;7;3;2;2;3;5;2; 
240;5;1;0;4;2;5;6;2;2;3;5;2; 
180;5;3;6;3;2;5;3;2;2;3;5;2; 
10;5;3;7;2;3;3;4;2;2;3;5;2; 
60;5;2;3;3;2;1;7;1;2;3;6;2; 
170;5;1;9;3;2;3;6;1;2;3;6;2; 
120;5;3;4;4;3;99;99;2;2;3;6;2; 
90;5;2;5;2;2;6;4;1;2;3;6;2; 
150;2;2;10;1;2;9;3;2;2;3;6;2; 
120;9;2;9;2;3;9;2;2;2;3;6;2; 
150;5;1;3;3;3;6;7;2;2;3;6;2; 
120;5;2;3;4;3;0;7;6;2;3;6;2; 
30;5;3;4;2;2;6;3;2;2;3;6;2; 
60;5;2;0;5;1;0;7;1;2;3;6;2; 
60;4;3;5;3;2;8;5;6;2;3;6;2; 
150;2;2;4;4;3;0;7;2;2;3;6;2; 
10;5;3;0;3;2;1;7;2;2;3;6;2; 
120;5;2;7;3;3;7;4;2;2;3;6;2; 
150;5;2;3;1;2;3;7;2;2;3;6;2; 
140;2;2;10;2;2;10;2;2;2;3;6;2; 
30;5;2;3;2;2;2;6;1;2;3;6;2; 
180;5;2;5;4;2;2;5;2;2;3;6;2; 
120;5;3;9;1;2;9;3;2;2;3;6;2; 
60;5;3;5;2;2;5;6;2;2;3;6;2; 
210;2;2;5;3;2;5;5;2;2;3;6;2; 
60;5;2;7;4;2;5;5;2;2;3;6;2; 
120;5;1;5;1;3;3;6;2;2;3;6;2; 
150;5;2;7;3;2;1;6;2;2;3;6;2; 
15;5;3;5;2;2;0;7;2;2;3;6;2; 
30;4;3;10;1;2;9;1;2;2;3;6;2; 
20;5;3;5;4;2;0;7;6;2;3;6;2; 
30;3;2;2;3;2;5;5;2;2;3;6;2; 
345;2;2;4;2;4;1;7;2;2;3;6;2; 
20;5;3;5;2;1;8;4;1;2;3;6;2; 
150;4;3;0;2;2;1;6;1;2;3;6;2; 
60;5;3;3;4;2;7;6;1;2;3;6;2; 
120;5;2;4;1;3;1;6;2;2;3;6;2; 
85;5;2;8;1;2;5;5;1;2;3;6;2; 
180;4;2;2;2;2;8;3;1;2;3;6;2; 
110;5;2;2;4;3;1;6;2;2;3;6;2; 
20;5;3;5;3;2;6;5;1;2;3;6;2; 
70;5;3;3;3;2;6;6;2;2;3;6;2; 
45;5;2;4;2;2;0;7;2;2;3;6;2; 
150;5;2;10;4;2;5;3;2;2;3;6;2; 
90;5;2;7;2;3;10;3;2;2;3;6;2; 
60;5;3;5;2;3;5;99;2;2;3;6;2; 
180;5;3;5;2;4;2;7;2;2;3;6;2; 
30;5;3;5;2;3;3;6;1;2;3;6;2; 
150;5;1;3;4;3;5;6;2;2;3;6;2; 
90;5;2;0;3;2;2;5;1;2;3;6;2; 
230;5;1;1;5;1;0;7;2;2;3;6;2; 
240;5;2;10;4;1;8;3;2;2;3;6;2; 
30;5;2;8;2;2;0;7;2;2;3;6;2; 
30;4;2;3;3;3;3;5;2;2;3;6;2; 
60;5;3;7;2;2;6;4;1;2;3;6;2; 
120;5;2;7;3;2;8;3;2;2;3;6;2; 
60;4;2;7;3;3;3;7;2;2;3;6;2; 
90;5;3;1;2;2;7;3;2;2;3;6;2; 
30;5;2;3;4;3;1;6;2;2;3;6;2; 
40;5;2;4;4;2;4;5;1;2;3;6;2; 
60;5;2;4;3;2;4;5;1;2;3;6;2; 
30;5;2;5;2;3;8;4;2;2;3;6;2; 
90;4;2;10;1;2;7;1;2;2;3;6;2; 
80;5;2;2;2;2;5;5;2;2;3;6;2; 
90;5;2;5;3;2;5;4;2;2;3;6;2; 
75;5;1;5;2;2;7;5;2;2;3;6;2; 
210;5;2;2;4;2;5;5;2;2;3;6;2; 
120;5;3;4;2;2;2;6;1;2;3;6;2; 
60;2;4;5;1;3;8;3;2;2;3;6;2; 
90;2;3;9;2;2;7;4;1;2;3;6;2; 
120;5;2;9;2;2;8;4;2;2;3;6;2; 
270;5;2;10;1;2;10;3;2;2;3;6;2; 
90;4;4;5;2;2;3;5;2;2;3;6;2; 
60;4;1;9;3;2;99;5;2;2;3;6;2; 
120;5;1;10;2;2;10;2;2;2;3;6;2; 
60;5;2;4;2;1;8;6;6;2;3;6;2; 
240;5;3;99;3;4;5;4;2;2;3;6;2; 
360;5;1;0;5;2;0;7;2;2;3;6;2; 
240;5;2;10;1;2;8;3;2;2;3;6;2; 
9999;5;1;7;1;2;0;7;2;2;3;6;2; 
25;5;3;4;4;3;5;6;2;2;3;6;2; 
60;3;3;5;2;2;7;3;6;2;3;6;2; 
20;5;2;1;4;2;0;7;1;2;3;6;2; 
120;4;2;2;3;2;0;7;6;2;3;6;2; 
120;5;3;6;2;2;7;3;2;2;3;6;2; 
60;5;2;4;4;2;9;6;2;2;3;6;2; 
30;5;3;7;3;2;4;4;2;2;3;6;2; 
10;5;3;5;4;2;7;3;2;2;3;6;2; 
150;5;1;0;5;2;1;7;2;2;3;6;2; 
20;4;4;3;4;2;2;5;1;2;3;6;2; 
15;3;4;5;4;3;4;6;1;2;3;6;2; 
90;4;2;4;2;2;5;4;1;2;3;6;2; 
60;4;3;5;3;2;5;5;1;2;3;6;2; 
120;5;1;5;4;2;4;4;1;2;3;6;2; 
9999;4;3;7;4;2;8;2;1;2;3;6;2; 
25;4;3;6;3;3;7;3;1;2;3;6;2; 
60;9;3;10;1;3;10;1;9;2;3;6;2; 
90;5;2;7;2;2;7;6;2;2;3;6;2; 
45;5;2;7;2;3;6;3;2;2;3;6;2; 
60;5;3;2;3;4;7;6;6;2;3;6;2; 
180;5;2;99;1;3;6;6;1;2;3;6;2; 
5;5;3;9;4;1;0;6;2;2;3;6;2; 
20;5;2;2;4;2;5;5;1;2;3;6;2; 
90;5;2;5;5;2;2;5;1;2;3;6;2; 
160;5;3;8;1;3;8;3;2;2;3;6;2; 
10;5;3;5;3;2;1;7;2;2;3;6;2; 
90;5;1;9;5;2;6;3;2;2;3;6;2; 
120;5;1;9;4;2;4;5;1;2;3;6;2; 
120;5;2;5;2;2;2;5;1;2;3;6;2; 
60;5;3;8;4;2;7;3;2;2;3;6;2; 
90;5;2;6;5;3;3;99;1;2;3;6;2; 
5;5;3;4;3;3;3;6;1;2;3;6;2; 
20;5;3;3;2;3;1;6;2;2;3;6;2; 
60;5;2;3;2;2;3;3;1;2;3;6;2; 
60;4;2;10;1;3;10;1;2;2;3;6;2; 
60;4;2;8;2;2;7;2;2;2;3;6;2; 
600;1;3;10;1;2;10;1;9;9; ; ;2; 
15;5;3;5;2;1;6;7;9;9; ; ;2; 
120;4;3;10;1;2;8;3;9;9;1;1;2; 
20;5;3;0;1;4;10;99;9;9;1;1;2; 
70;5;3;8;1;2;6;5;9;9;1;2;2; 
120;9;2;10;2;3;5;5;9;9;1;2;2; 
300;2;1;0;3;3;99;5;1;9;1;2;2; 
30;5;3;0;2;2;0;7;6;9;2;3;2; 
120;5;1;0;2;3;5;4;9;9;2;3;2; 
60;5;3;5;2;2;7;4;2;9;2;4;2; 
20;5;2;3;3;3;3;7;2;9;3;6;2; 
9999;3;3;5;3;2;5;3;9;9;3;6;2; 
300;5;3;6;4;3;0;6;2;2;1;2;1; 
60;5;2;0;3;2;1;7;2;2;1;2;1; 
150;5;2;3;4;3;5;7;6;2;1;2;1; 
30;5;3;5;1;2;6;3;2;2;1;2;1; 
10;3;3;10;4;2;3;5;2;2;1;2;1; 
15;5;3;7;4;2;7;5;6;2;2;3;1; 
60;5;3;6;1;1;5;3;1;2;2;3;1; 
180;5;1;6;3;2;0;7;1;2;2;3;1; 
45;5;3;5;1;2;9;3;1;2;2;3;1; 
10;5;2;10;4;1;2;5;6;2;2;3;1; 
30;5;1;8;1;3;10;2;6;2;2;3;1; 
20;5;3;7;4;4;2;7;2;2;2;3;1; 
120;5;2;10;3;2;5;5;1;2;2;3;1; 
60;5;4;5;3;4;1;7;1;2;2;3;1; 
30;5;2;10;5;3;8;5;6;2;2;3;1; 
120;5;4;2;3;3;5;7;2;2;2;4;1; 
10;5;3;5;3;2;0;7;2;2;2;4;1; 
60;5;3;5;4;3;1;7;6;2;2;4;1; 
90;4;2;99;9;3;7;1;2;2;2;4;1; 
50;5;3;5;3;2;6;5;1;2;2;4;1; 
150;5;2;5;3;2;2;5;6;2;2;4;1; 
30;3;2;5;4;2;5;5;2;2;2;4;1; 
120;5;3;99;3;3;3;6;6;2;2;4;1; 
120;5;3;5;3;2;0;7;2;2;2;4;1; 
45;4;2;8;2;2;99;5;1;2;2;4;1; 
90;5;3;5;5;2;8;3;6;2;3;5;1; 
60;3;3;5;1;1;5;6;1;2;3;5;1; 
20;5;2;7;3;3;2;3;2;2;3;5;1; 
2;5;4;5;3;1;0;5;1;2;3;5;1; 
60;5;3;5;2;2;6;5;1;2;3;5;1; 
9999;5;3;5;5;2;0;7;6;2;3;5;1; 
150;3;1;8;2;2;6;3;2;2;3;5;1; 
250;5;2;6;3;2;6;3;2;2;3;6;1; 
180;5;3;10;1;4;8;3;2;2;3;6;1; 
30;5;2;10;4;1;5;3;2;2;3;6;1; 
3;5;3;0;5;2;5;4;6;2;3;6;1; 
150;5;1;8;2;2;7;6;1;2;3;6;1; 
60;5;3;8;3;2;9;3;2;2;3;6;1; 
60;5;2;2;4;1;3;5;6;2;3;6;1; 
20;5;3;5;4;2;1;7;6;2;3;6;1; 
15;5;2;5;2;2;3;5;1;2;3;6;1; 
30;5;3;4;4;2;2;6;2;2;3;6;1; 
60;5;2;5;2;3;8;2;2;2;3;6;1; 
120;4;2;3;3;2;0;7;6;2; ; ;1; 
5;3;3;4;4;2;2;7;2;2; ; ;1; 
120;5;1;3;2;3;1;7;2;2; ; ;1; 
15;5;3;5;3;3;1;7;2;2; ; ;1; 
20;5;2;2;3;3;2;6;2;2; ; ;1; 
20;5;2;2;5;3;0;7;2;2;1;1;1; 
120;5;1;9;4;3;4;5;2;2;1;1;1; 
15;5;2;1;5;3;2;5;1;2;1;1;1; 
30;5;3;2;3;2;0;7;2;2;1;1;1; 
20;5;3;2;4;2;0;7;2;2;1;1;1; 
60;5;2;7;2;2;0;7;2;2;1;1;1; 
9999;5;2;0;2;4;5;7;2;2;1;1;1; 
30;5;2;5;3;2;2;6;6;2;1;1;1; 
30;5;2;1;2;4;2;7;2;2;1;1;1; 
5;5;3;5;5;2;2;5;2;2;1;1;1; 
9999;5;3;1;3;4;0;7;2;2;1;1;1; 
60;1;2;9;3;4;8;3;2;2;1;1;1; 
60;5;3;0;3;3;3;5;2;2;1;1;1; 
10;5;3;5;3;1;3;5;2;2;1;1;1; 
10;5;2;6;5;2;1;7;2;2;1;1;1; 
9999;3;3;5;3;2;3;5;2;2;1;1;1; 
15;5;3;5;2;2;8;3;2;2;1;1;1; 
9999;5;4;5;3;2;2;5;2;2;1;1;1; 
60;5;3;10;2;4;5;5;2;2;1;1;1; 
15;5;3;5;2;2;5;5;2;2;1;1;1; 
15;5;3;1;4;2;0;7;2;2;1;1;1; 
770;2;4;10;1;2;10;3;2;2;1;1;1; 
140;2;4;4;2;3;5;3;2;2;1;1;1; 
9999;5;4;5;5;1;0;6;2;2;1;1;1; 
180;1;1;10;2;3;5;3;2;2;1;1;1; 
720;1;2;3;2;3;0;7;2;2;1;2;1; 
80;5;3;5;2;3;5;5;1;2;1;2;1; 
30;5;3;99;2;3;1;7;6;2;1;2;1; 
