news;internet;politics;lrscale;obedience;health;religious;relattend;livewomarr;divorced;edu3;edu6;zamieszkanie3;rozwod_balanced
120;4;3;10;2;2;7;4;1;2;1;2;1; 
30;1;3;9;3;2;5;5;6;2;1;2;1; 
210;1;1;10;1;4;4;5;2;2;1;2;1; 
150;5;2;5;2;2;5;5;1;2;1;2;1; 
90;5;2;10;1;3;8;3;1;2;1;2;1; 
180;2;2;10;1;2;5;5;1;2;1;2;1; 
230;2;2;4;3;2;99;5;2;2;1;2;1; 
30;5;4;3;1;2;8;2;2;2;1;2;1; 
135;2;2;10;2;2;5;5;6;2;1;2;1; 
120;1;4;0;3;4;10;1;2;2;1;2;1; 
60;5;3;4;3;2;3;7;1;2;1;2;1; 
60;5;3;5;2;3;0;7;2;2;1;2;1; 
120;5;3;10;1;3;6;4;2;2;1;2;1; 
10;5;3;7;3;4;3;5;1;2;1;2;1; 
100;5;3;99;2;3;5;5;2;2;1;2;1; 
110;4;2;5;2;2;1;6;2;2;1;2;1; 
180;2;1;99;1;1;10;2;2;2;1;2;1; 
60;3;3;5;1;3;5;6;1;2;1;2;1; 
170;1;3;0;1;4;10;3;2;2;1;2;1; 
10;3;3;5;2;3;5;5;9;2;1;2;1; 
90;1;4;99;3;2;1;6;2;2;1;2;1; 
90;2;2;3;3;2;8;3;2;2;1;2;1; 
60;5;3;7;2;3;5;4;1;2;1;2;1; 
15;3;4;5;1;3;4;6;1;2;1;2;1; 
150;3;1;0;5;2;4;6;2;2;1;2;1; 
210;5;1;10;2;2;9;3;2;2;1;2;1; 
100;4;1;8;2;2;4;4;2;2;1;2;1; 
180;3;1;0;1;3;0;7;2;2;1;2;1; 
90;5;2;7;2;3;5;6;6;2;1;2;1; 
150;5;2;10;1;4;7;2;2;2;1;2;1; 
9999;1;2;0;9;3;10;3;2;2;1;2;1; 
90;1;3;0;2;4;4;5;6;2;1;2;1; 
180;1;1;5;2;4;3;5;1;2;1;2;1; 
120;3;2;5;3;2;3;5;9;2;1;2;1; 
150;3;3;5;3;3;7;3;2;2;1;2;1; 
270;5;3;8;4;3;4;5;2;2;1;2;1; 
120;3;2;10;1;2;7;5;2;2;1;2;1; 
180;5;1;3;2;3;0;5;2;2;2;3;1; 
30;5;1;10;2;2;10;1;2;2;2;3;1; 
60;5;2;3;5;2;0;7;6;2;2;3;1; 
30;5;4;10;2;3;5;5;2;2;2;3;1; 
105;5;1;7;1;3;8;2;2;2;2;3;1; 
45;5;4;2;2;3;0;7;2;2;2;3;1; 
60;2;2;7;2;2;8;3;2;2;2;3;1; 
90;4;3;4;3;3;6;5;2;2;2;3;1; 
120;5;2;99;1;2;8;3;2;2;2;3;1; 
120;5;2;5;1;2;0;7;1;2;2;3;1; 
45;5;1;10;2;2;8;2;1;2;2;3;1; 
170;3;2;0;3;5;1;7;2;2;2;3;1; 
120;5;2;5;2;2;8;3;2;2;2;3;1; 
20;4;3;7;3;1;0;2;1;2;2;3;1; 
60;5;3;5;1;4;0;6;1;2;2;3;1; 
60;5;2;3;4;3;0;7;1;2;2;3;1; 
240;2;2;5;2;2;6;5;2;2;2;3;1; 
120;5;2;0;3;3;3;5;1;2;2;3;1; 
5;5;3;3;4;4;3;4;2;2;2;3;1; 
15;5;4;2;3;2;4;6;1;2;2;3;1; 
30;5;3;4;5;2;1;7;1;2;2;3;1; 
60;5;3;2;4;3;4;5;2;2;2;3;1; 
120;5;1;3;1;1;5;3;2;2;2;3;1; 
120;5;2;4;2;1;0;7;1;2;2;3;1; 
60;5;2;5;2;2;3;5;1;2;2;3;1; 
160;5;2;6;4;4;3;7;2;2;2;3;1; 
90;5;2;0;4;3;0;6;2;2;2;3;1; 
60;5;2;7;2;2;6;4;2;2;2;3;1; 
90;5;1;10;4;2;10;3;2;2;2;3;1; 
100;1;2;10;2;3;10;3;1;2;2;3;1; 
60;5;3;99;3;2;5;6;2;2;2;3;1; 
130;3;2;10;1;3;99;4;2;2;2;3;1; 
90;5;2;8;3;4;3;6;6;2;2;3;1; 
30;5;2;2;4;3;5;5;6;2;2;3;1; 
20;3;3;5;4;2;5;5;6;2;2;3;1; 
9999;5;4;10;5;1;0;7;1;2;2;3;1; 
60;5;4;5;2;2;6;5;2;2;2;3;1; 
60;5;4;8;2;1;2;5;2;2;2;3;1; 
30;5;1;10;4;2;9;2;2;2;2;3;1; 
15;5;2;2;4;3;0;6;1;2;2;3;1; 
5;5;4;5;5;1;6;7;2;2;2;3;1; 
60;5;3;5;1;9;99;99;2;2;2;3;1; 
390;4;3;7;3;1;0;7;6;2;2;3;1; 
20;5;3;8;2;2;7;3;2;2;2;3;1; 
60;5;3;99;5;2;2;99;2;2;2;3;1; 
30;2;3;10;1;1;4;4;2;2;2;3;1; 
60;5;3;5;3;2;0;7;6;2;2;3;1; 
530;5;1;0;5;2;5;5;2;2;2;3;1; 
90;1;2;3;4;2;6;5;2;2;2;3;1; 
120;4;3;99;3;1;0;7;1;2;2;3;1; 
20;5;2;1;5;2;1;5;2;2;2;3;1; 
210;5;2;5;2;3;7;6;2;2;2;3;1; 
150;5;2;10;1;2;10;3;2;2;2;3;1; 
60;4;3;5;1;2;4;5;1;2;2;3;1; 
180;3;2;10;3;1;10;2;2;2;2;3;1; 
10;5;3;0;4;2;8;3;2;2;2;3;1; 
120;5;2;0;2;3;1;6;1;2;2;3;1; 
90;5;3;6;1;2;7;3;1;2;2;3;1; 
9999;5;1;1;1;2;6;5;2;2;2;3;1; 
210;2;2;5;1;3;10;2;2;2;2;3;1; 
180;5;2;10;3;3;10;2;2;2;2;3;1; 
150;1;2;0;1;2;5;3;2;2;2;3;1; 
40;5;3;1;4;3;2;6;2;2;2;3;1; 
9999;1;2;4;2;3;4;3;2;2;2;3;1; 
60;5;2;6;2;2;6;4;1;2;2;3;1; 
90;5;3;6;1;3;6;3;9;2;2;3;1; 
120;2;1;5;9;3;99;99;2;2;2;3;1; 
20;1;3;5;3;2;6;3;2;2;2;3;1; 
110;1;2;4;4;3;6;4;2;2;2;3;1; 
60;5;2;3;1;2;8;5;1;2;2;3;1; 
180;2;2;5;3;4;7;99;9;2;2;3;1; 
120;4;2;5;2;4;7;5;2;2;2;3;1; 
50;5;2;0;2;3;0;7;1;2;2;3;1; 
120;4;2;2;3;2;2;7;1;2;2;3;1; 
60;5;3;0;1;1;3;5;2;2;2;3;1; 
120;5;2;5;3;3;8;3;6;2;2;4;1; 
120;5;1;9;1;2;7;3;2;2;2;4;1; 
150;3;3;5;2;2;4;5;2;2;2;4;1; 
60;5;4;3;4;3;9;4;2;2;2;4;1; 
80;4;1;0;2;3;5;3;2;2;2;4;1; 
120;5;2;7;4;3;1;5;2;2;2;4;1; 
15;5;4;5;3;3;5;5;1;2;2;4;1; 
60;9;2;0;2;3;5;4;2;2;2;4;1; 
60;5;1;0;4;2;0;7;6;2;2;4;1; 
9999;2;2;2;3;2;3;5;2;2;2;4;1; 
20;5;3;5;3;1;4;6;1;2;2;4;1; 
100;5;2;3;2;2;2;5;2;2;2;4;1; 
30;3;3;5;3;3;5;3;2;2;2;4;1; 
60;5;3;5;3;3;7;3;2;2;2;4;1; 
120;4;3;10;2;2;5;5;2;2;2;4;1; 
60;4;3;5;2;2;8;5;1;2;2;4;1; 
180;3;1;5;2;2;0;6;1;2;2;4;1; 
110;1;1;10;1;3;8;2;2;2;2;4;1; 
180;5;1;3;2;2;99;99;2;2;2;4;1; 
30;2;2;5;1;2;3;7;1;2;2;4;1; 
20;4;2;10;1;3;4;3;1;2;2;4;1; 
100;5;3;3;4;2;2;5;1;2;2;4;1; 
15;5;3;7;4;2;8;3;2;2;2;4;1; 
30;5;4;5;3;3;5;6;2;2;2;4;1; 
100;1;2;10;2;2;10;2;2;2;2;4;1; 
60;1;2;9;1;3;5;5;2;2;2;4;1; 
60;3;2;3;3;3;2;5;2;2;2;4;1; 
80;4;3;9;1;3;8;3;2;2;2;4;1; 
30;3;3;10;2;2;10;1;2;2;2;4;1; 
270;3;2;8;2;3;8;3;2;2;2;4;1; 
60;1;1;5;3;3;3;6;2;2;2;4;1; 
65;4;4;3;1;1;6;5;1;2;2;4;1; 
720;5;2;5;3;3;4;5;1;2;2;4;1; 
9999;5;4;5;3;3;2;7;2;2;2;4;1; 
30;5;3;7;2;4;7;5;2;2;2;4;1; 
90;5;1;5;4;1;0;7;6;2;2;4;1; 
140;4;2;4;3;2;99;7;1;2;2;4;1; 
30;4;3;10;1;2;7;5;2;2;2;4;1; 
60;5;3;5;2;2;6;4;2;2;2;4;1; 
150;3;3;9;2;2;7;4;2;2;2;4;1; 
60;5;3;10;3;2;2;6;2;2;2;4;1; 
1;5;3;4;4;4;5;5;1;2;2;4;1; 
10;5;3;2;4;4;0;7;2;2;2;4;1; 
120;3;2;1;3;2;5;3;6;2;2;4;1; 
9999;5;3;3;4;1;6;7;2;2;2;4;1; 
90;5;1;10;2;1;7;5;1;2;2;4;1; 
30;5;3;5;2;1;0;6;2;2;2;4;1; 
15;5;4;1;3;3;0;7;2;2;2;4;1; 
20;4;3;5;3;2;4;7;2;2;2;4;1; 
9999;9;9;5;2;2;7;5;2;2;2;4;1; 
75;3;2;10;2;4;6;6;2;2;2;4;1; 
120;1;2;2;9;3;8;5;2;2;2;4;1; 
210;5;2;10;2;3;3;5;2;2;2;4;1; 
30;5;3;5;2;3;5;5;2;2;2;4;1; 
255;1;2;10;2;3;7;3;2;2;2;4;1; 
150;1;3;7;1;3;7;3;2;2;2;4;1; 
30;5;2;8;2;1;6;6;2;2;2;4;1; 
180;5;2;5;1;1;8;3;2;2;2;4;1; 
60;5;3;5;3;2;3;5;1;2;2;4;1; 
10;4;3;7;4;2;2;5;6;2;2;4;1; 
150;2;1;0;2;2;2;6;2;2;2;4;1; 
120;5;3;4;5;2;0;7;6;2;2;4;1; 
30;5;2;7;2;1;3;6;1;2;2;4;1; 
15;5;4;5;2;4;2;7;6;2;2;4;1; 
30;4;2;8;2;3;5;6;1;2;2;4;1; 
15;5;4;3;3;2;5;6;1;2;2;4;1; 
180;5;2;5;3;1;3;7;1;2;2;4;1; 
210;5;2;9;9;3;6;99;2;2;2;4;1; 
70;3;3;5;2;2;8;3;2;2;2;4;1; 
90;2;3;10;2;2;10;2;2;2;2;4;1; 
60;1;3;8;2;3;8;3;2;2;2;4;1; 
110;5;2;3;4;3;2;6;6;2;2;4;1; 
10;5;3;9;2;3;0;7;1;2;2;4;1; 
180;4;1;5;2;3;0;5;6;2;3;5;1; 
240;5;1;99;1;3;0;7;1;2;3;5;1; 
40;4;2;3;5;3;5;5;6;2;3;5;1; 
60;5;3;4;4;2;3;4;2;2;3;5;1; 
40;5;3;2;5;3;4;7;2;2;3;5;1; 
60;5;3;10;2;2;8;4;2;2;3;5;1; 
150;4;2;3;2;2;2;7;1;2;3;5;1; 
30;5;3;6;2;2;5;5;1;2;3;5;1; 
30;5;3;5;3;2;5;5;1;2;3;5;1; 
30;5;2;5;4;4;6;5;2;2;3;5;1; 
20;5;3;1;4;3;0;7;1;2;3;5;1; 
90;5;1;3;4;2;0;7;1;2;3;5;1; 
120;5;1;1;4;1;0;7;1;2;3;5;1; 
60;5;1;5;1;3;10;5;2;2;3;5;1; 
90;5;2;8;2;3;2;5;2;2;3;5;1; 
30;5;2;5;2;2;6;4;2;2;3;5;1; 
330;5;2;5;2;2;4;5;1;2;3;5;1; 
9999;5;3;5;4;2;4;5;1;2;3;5;1; 
15;5;3;2;2;3;5;5;1;2;3;5;1; 
60;5;2;8;5;1;5;6;1;2;3;5;1; 
10;5;3;1;5;2;2;7;1;2;3;5;1; 
130;5;2;99;2;3;10;4;2;2;3;5;1; 
9999;5;3;4;3;1;4;4;6;2;3;5;1; 
60;5;2;5;2;3;5;5;2;2;3;5;1; 
240;5;1;4;4;2;3;4;1;2;3;5;1; 
270;5;3;0;2;2;0;7;1;2;3;5;1; 
60;5;3;3;4;2;0;6;6;2;3;5;1; 
90;5;2;0;2;3;4;3;2;2;3;5;1; 
180;5;1;8;1;2;0;7;1;2;3;5;1; 
60;5;2;0;3;2;5;5;2;2;3;5;1; 
10;5;3;7;2;2;7;3;1;2;3;5;1; 
150;5;2;0;2;2;5;5;1;2;3;5;1; 
150;5;2;10;1;2;7;5;2;2;3;5;1; 
60;5;2;5;5;2;0;7;1;2;3;5;1; 
200;5;2;10;2;3;9;3;2;2;3;5;1; 
45;5;3;5;2;2;5;6;1;2;3;5;1; 
5;5;4;1;3;1;4;6;1;2;3;5;1; 
30;5;4;5;2;1;0;6;1;2;3;5;1; 
60;5;2;2;4;4;1;7;6;2;3;5;1; 
60;4;4;9;3;4;5;6;2;2;3;5;1; 
15;5;3;1;4;2;7;7;1;2;3;5;1; 
9999;5;3;99;3;2;0;7;2;2;3;5;1; 
5;5;3;1;4;4;2;6;1;2;3;5;1; 
30;5;2;4;3;2;2;5;1;2;3;5;1; 
60;5;2;5;4;2;4;5;1;2;3;5;1; 
120;4;2;5;3;3;5;5;2;2;3;5;1; 
240;5;2;3;2;2;3;5;1;2;3;5;1; 
10;5;4;4;3;3;5;3;1;2;3;5;1; 
90;5;3;6;2;2;6;4;2;2;3;5;1; 
20;5;2;4;4;3;2;7;1;2;3;5;1; 
90;4;2;8;4;1;0;7;1;2;3;6;1; 
120;5;2;8;5;2;7;5;1;2;3;6;1; 
30;5;3;6;2;2;3;5;2;2;3;6;1; 
60;5;2;0;3;1;2;6;2;2;3;6;1; 
120;3;2;8;3;4;7;3;2;2;3;6;1; 
60;5;1;1;4;2;2;7;1;2;3;6;1; 
10;5;3;8;4;2;8;2;2;2;3;6;1; 
180;5;1;3;2;2;1;6;1;2;3;6;1; 
120;5;2;4;3;2;99;99;2;2;3;6;1; 
120;5;2;2;4;2;1;6;6;2;3;6;1; 
120;5;3;2;2;2;1;7;1;2;3;6;1; 
10;5;2;5;2;2;1;7;6;2;3;6;1; 
120;5;2;2;4;1;0;7;1;2;3;6;1; 
30;5;3;5;1;1;9;4;6;2;3;6;1; 
60;5;2;2;5;1;0;7;1;2;3;6;1; 
60;5;2;0;4;3;5;6;1;2;3;6;1; 
30;5;1;7;4;1;8;3;2;2;3;6;1; 
20;4;3;9;3;3;6;5;2;2;3;6;1; 
60;5;2;5;4;2;0;6;2;2;3;6;1; 
150;5;2;0;3;2;2;6;1;2;3;6;1; 
180;3;1;4;2;2;8;3;2;2;3;6;1; 
30;5;3;3;4;2;4;5;2;2;3;6;1; 
60;5;2;5;4;2;4;4;2;2;3;6;1; 
30;5;2;4;2;3;5;4;2;2;3;6;1; 
60;5;2;99;3;4;99;99;1;2;3;6;1; 
90;5;2;5;2;2;3;5;1;2;3;6;1; 
120;5;2;6;3;2;8;3;2;2;3;6;1; 
65;4;2;5;2;2;1;6;2;2;3;6;1; 
5;5;2;5;2;3;0;5;2;2;3;6;1; 
120;5;3;5;1;2;4;6;1;2;3;6;1; 
240;5;2;7;4;3;8;4;2;2;3;6;1; 
60;5;3;5;3;3;5;99;2;2;3;6;1; 
60;5;2;5;4;2;0;7;6;2;3;6;1; 
180;3;2;1;3;4;3;5;1;2;3;6;1; 
360;5;2;10;2;2;9;3;1;2;3;6;1; 
30;4;3;5;4;3;2;5;2;2;3;6;1; 
60;5;2;5;3;2;3;4;2;2;3;6;1; 
60;5;2;1;4;1;0;7;1;2;3;6;1; 
120;4;2;2;3;1;0;6;2;2;3;6;1; 
180;5;2;7;4;2;6;3;2;2;3;6;1; 
110;5;3;2;3;3;1;7;2;2;3;6;1; 
30;5;2;5;3;2;1;5;6;2;3;6;1; 
1380;2;1;10;1;4;10;3;2;2;3;6;1; 
60;5;3;10;1;2;8;3;2;2;3;6;1; 
60;5;1;5;3;2;5;5;1;2;3;6;1; 
60;1;3;7;1;3;10;6;2;2;3;6;1; 
180;5;2;3;4;2;2;5;2;2;3;6;1; 
30;5;3;5;2;2;8;4;1;2;3;6;1; 
90;5;3;3;4;2;4;2;2;2;3;6;1; 
30;5;3;6;3;2;3;4;2;2;3;6;1; 
120;5;1;5;2;2;2;6;1;2;3;6;1; 
60;5;2;0;4;2;0;6;2;2;3;6;1; 
120;5;2;8;3;2;1;6;1;2;3;6;1; 
120;5;2;5;3;2;0;7;2;2;3;6;1; 
120;5;2;2;4;1;5;5;1;2;3;6;1; 
60;5;2;5;5;2;2;6;1;2;3;6;1; 
210;1;1;0;2;1;0;7;2;2;3;6;1; 
60;5;2;5;3;3;7;3;1;2;3;6;1; 
60;5;3;0;4;2;1;6;1;2;3;6;1; 
150;5;1;2;5;2;2;7;1;2;3;6;1; 
90;5;2;5;2;2;1;6;1;2;3;6;1; 
60;5;3;0;4;2;0;7;2;2;3;6;1; 
30;5;2;3;2;1;2;5;1;2;3;6;1; 
90;5;2;4;4;3;4;5;1;2;3;6;1; 
30;5;2;5;2;3;2;5;1;2;3;6;1; 
90;5;3;7;2;2;4;6;1;2;3;6;1; 
110;5;2;5;3;3;3;7;1;2;3;6;1; 
60;5;1;6;2;1;2;5;6;2;3;6;1; 
90;5;3;5;2;1;2;6;6;2;3;6;1; 
120;5;2;1;4;2;7;5;1;2;3;6;1; 
45;5;2;5;4;3;8;3;1;2;3;6;1; 
30;5;2;4;1;3;6;6;2;2;3;6;1; 
150;5;1;2;2;2;5;7;6;2;3;6;1; 
60;5;3;5;2;2;3;6;1;2;3;6;1; 
120;5;2;5;4;2;1;7;2;2;3;6;1; 
45;5;2;1;3;2;0;7;1;2;3;6;1; 
150;1;2;0;5;3;0;7;2;2;3;6;1; 
60;5;2;1;2;2;0;7;2;2;3;6;1; 
150;5;2;1;2;3;1;7;2;2;3;6;1; 
60;5;2;3;3;1;1;4;1;2;3;6;1; 
30;5;3;5;1;3;5;5;6;2;3;6;1; 
90;4;2;5;4;2;2;6;2;2;3;6;1; 
30;5;2;3;3;2;2;5;1;2;3;6;1; 
90;5;3;5;4;3;2;5;1;2;3;6;1; 
180;5;1;4;4;2;1;6;1;2;3;6;1; 
30;5;2;10;1;2;9;2;2;2;3;6;1; 
270;5;1;0;5;2;0;6;2;2;3;6;1; 
65;5;3;5;3;2;1;7;2;2;3;6;1; 
45;5;1;2;5;3;2;7;6;2;3;6;1; 
90;5;2;7;3;3;8;1;2;2;3;6;1; 
20;5;3;5;3;2;0;7;6;2;3;6;1; 
60;5;2;5;4;2;99;99;1;2;3;6;1; 
40;5;2;7;3;3;6;2;2;2;3;6;1; 
45;5;2;8;3;2;6;4;1;2;3;6;1; 
60;4;3;5;3;2;1;7;6;2;3;6;1; 
180;5;1;2;2;3;3;5;2;2;3;6;1; 
30;5;2;7;3;2;8;3;1;2;3;6;1; 
150;5;1;3;2;2;10;3;2;2;3;6;1; 
60;5;1;9;1;2;9;3;2;2;3;6;1; 
480;5;2;7;2;5;9;3;2;2;3;6;1; 
30;5;3;2;4;2;3;5;6;2;3;6;1; 
10;5;2;2;3;3;4;6;2;2;3;6;1; 
25;5;4;5;4;3;7;3;1;2;3;6;1; 
30;5;3;5;4;3;0;7;6;2;3;6;1; 
90;5;3;2;5;2;1;6;2;2;3;6;1; 
90;5;2;4;1;3;2;5;1;2;3;6;1; 
60;5;2;2;3;3;3;7;2;2;3;6;1; 
60;4;2;5;2;2;10;3;2;2;3;6;1; 
390;5;1;3;4;4;3;6;2;2;3;6;1; 
60;5;4;5;3;1;3;7;1;2;3;6;1; 
180;1;2;5;1;3;4;3;2;2;3;6;1; 
10;5;2;99;5;4;0;7;1;2;3;6;1; 
10;5;4;3;3;3;0;7;1;2;3;6;1; 
90;5;2;0;4;3;0;7;1;2;3;6;1; 
30;4;3;5;3;2;6;5;1;2;3;6;1; 
90;4;3;5;2;3;8;4;1;2;3;6;1; 
90;5;2;7;2;4;2;5;1;2;3;6;1; 
120;4;1;8;4;1;1;7;6;2;3;6;1; 
30;5;3;7;2;2;5;3;2;2;3;6;1; 
75;2;3;0;1;2;10;3;2;2;3;6;1; 
60;5;2;3;4;3;5;7;1;2;3;6;1; 
300;5;1;5;4;3;6;4;6;2;3;6;1; 
9999;5;3;5;3;1;2;7;1;2;3;6;1; 
60;5;1;5;5;2;0;7;1;2;3;6;1; 
30;5;2;5;5;2;5;5;6;2;3;6;1; 
60;5;3;5;5;1;2;5;1;2;3;6;1; 
45;5;2;1;5;3;0;7;1;2;3;6;1; 
60;5;3;5;2;2;8;3;1;2;3;6;1; 
30;5;2;7;4;2;8;3;1;2;3;6;1; 
180;5;2;1;2;4;1;7;1;2;3;6;1; 
120;5;3;3;4;3;0;7;1;2;3;6;1; 
60;5;1;7;3;3;2;6;1;2;3;6;1; 
20;5;2;1;5;2;0;7;6;2;3;6;1; 
30;5;2;99;3;3;4;6;9;2;3;6;1; 
160;5;2;4;1;3;8;2;2;2;3;6;1; 
210;5;2;3;1;3;7;3;2;2;3;6;1; 
120;5;1;5;4;4;1;5;2;2;3;6;1; 
20;5;3;4;3;2;7;99;1;2;3;6;1; 
10;5;4;5;3;3;4;6;1;2;3;6;1; 
120;5;2;8;4;4;8;3;2;2;3;6;1; 
30;5;2;8;4;2;6;6;1;2;3;6;1; 
30;5;3;0;1;1;6;4;1;2;3;6;1; 
30;5;3;2;3;3;0;7;1;2;3;6;1; 
150;5;1;7;3;2;8;3;2;2;3;6;1; 
10;5;2;8;2;2;8;4;6;2;3;6;1; 
10;5;3;4;5;3;5;3;1;2;3;6;1; 
60;5;2;5;4;2;7;3;1;2;3;6;1; 
100;2;2;5;4;3;5;5;2;2;3;6;1; 
30;5;3;4;3;2;4;5;2;2;3;6;1; 
240;5;1;4;3;2;4;4;1;2;3;6;1; 
90;5;2;7;3;2;6;3;2;2;3;6;1; 
60;5;2;3;5;4;0;7;1;2;3;6;1; 
60;5;3;7;4;3;6;3;2;2;3;6;1; 
30;5;3;5;2;3;1;5;2;2;3;6;1; 
90;5;2;6;1;3;5;3;2;2;3;6;1; 
9999;5;3;3;5;1;0;7;1;2;3;6;1; 
10;5;2;5;4;2;2;7;2;2;3;6;1; 
180;5;2;3;5;3;0;7;2;2;3;6;1; 
240;5;1;5;2;3;3;7;1;2;3;6;1; 
70;5;2;8;1;1;10;2;2;2;3;6;1; 
150;5;3;3;2;4;7;3;2;2;3;6;1; 
290;5;1;10;2;3;7;3;2;2;3;6;1; 
20;5;2;3;5;2;1;6;1;2;3;6;1; 
70;5;2;2;4;3;0;7;6;2;3;6;1; 
180;1;2;5;3;2;2;6;9;9;2;4;1; 
45;5;2;5;3;2;5;5;9;9;3;5;1; 
180;5;3;5;2;2;5;5;9;9;3;6;1; 
315;2;3;5;2;3;7;5;9;9;1;1;1; 
80;1;4;99;2;3;5;3;2;9;1;2;1; 
240;5;1;10;5;1;8;3;9;9;3;5;1; 
40;1;2;0;2;3;5;3;9;9;3;6;1; 
180;5;1;9;1;3;5;6;2;2;2;3; ; 
60;5;3;5;2;2;7;4;2;2;1;2; ; 
330;1;1;10;3;2;8;5;2;2;1;2; ; 
60;3;3;5;3;2;7;3;2;2;2;3; ; 
9999;9;1;10;1;2;9;3;2;2;3;6; ; 
9999;1;3;6;2;3;9;3;9;9;1;1; ; 
150;5;3;99;2;2;99;99;9;9;2;4; ; 
80;4;2;7;5;1;0;7;9;9;3;6; ; 
120;5;2;8;3;3;4;7;9;9; ; ; ; 
