news;internet;politics;lrscale;obedience;health;religious;relattend;livewomarr;divorced;edu3;edu6;zamieszkanie3;rozwod_balanced
120;4;2;5;9;9;99;99;9;9; ; ; ; 
9999;5;4;0;9;9;99;99;9;9; ; ; ; 
120;2;3;7;3;2;6;3;9;9; ; ; ; 
9999;5;4;5;4;2;4;7;9;9; ; ; ; 
60;4;3;5;2;2;5;5;9;9; ; ; ; 
10;3;2;0;3;3;7;4;9;9; ; ; ; 
20;5;3;4;4;1;2;5;9;9; ; ; ; 
60;5;2;2;4;2;5;5;9;9; ; ; ; 
30;9;2;99;9;2;7;3;9;9; ; ; ; 
170;4;3;3;9;9;99;99;9;9; ; ; ; 
60;4;3;5;2;3;7;5;9;9; ; ; ; 
120;5;1;3;5;2;0;7;9;9; ; ; ; 
20;5;3;5;4;3;4;6;9;9; ; ; ; 
60;3;3;5;9;9;99;99;9;9; ; ; ; 
15;5;2;2;5;9;99;99;9;9; ; ; ; 
30;5;3;4;4;4;5;5;9;9; ; ; ; 
9999;5;2;3;5;2;5;6;9;9; ; ; ; 
360;5;2;0;1;2;5;5;9;9; ; ; ; 
20;4;3;3;3;2;3;3;9;9; ; ; ; 
60;5;2;99;9;9;99;99;9;9; ; ; ; 
10;2;4;99;1;3;10;2;9;9; ; ; ; 
150;5;3;5;4;3;4;5;9;9; ; ; ; 
30;2;3;5;3;3;3;5;9;9; ; ; ; 
30;5;3;7;4;2;6;7;9;9; ; ; ; 
20;5;2;10;9;9;99;99;9;9; ; ; ; 
120;5;1;5;1;2;1;7;9;9; ; ; ; 
30;5;2;10;1;3;10;3;9;9; ; ; ; 
45;5;2;5;9;9;99;99;9;9; ; ; ; 
60;5;3;99;2;4;10;3;9;9; ; ; ; 
90;5;1;8;1;2;3;6;9;9; ; ; ; 
150;5;2;2;4;2;4;3;9;9; ; ; ; 
180;5;2;2;2;3;6;6;9;9; ; ; ; 
120;1;2;10;1;2;7;3;9;9; ; ; ; 
30;5;3;2;2;3;5;5;9;9; ; ; ; 
120;5;1;0;4;2;1;5;9;9; ; ; ; 
200;3;2;5;3;4;5;4;9;9; ; ; ; 
30;5;4;5;2;1;5;5;9;9; ; ; ; 
60;3;3;5;3;3;5;3;9;9; ; ; ; 
120;3;4;5;3;1;8;3;9;9; ; ; ; 
120;3;3;10;1;3;4;4;9;9; ; ; ; 
30;4;2;4;3;2;6;4;9;9; ; ; ; 
10;5;4;8;2;2;7;4;9;9;1;1; ; 
390;5;2;6;3;2;5;5;9;9;1;1; ; 
30;1;4;8;3;3;7;1;9;9;1;1; ; 
50;3;2;5;1;2;5;7;9;9;1;2; ; 
70;3;2;10;2;3;10;2;9;9;2;3; ; 
9999;5;3;6;2;2;10;3;9;9;3;6; ; 
60;9;9;99;9;3;10;3;9;9; ; ; ; 
180;2;1;9;1;3;6;5;9;9; ; ; ; 
60;5;2;6;4;2;99;99;9;9; ; ; ; 
9999;1;3;5;2;5;6;3;9;9; ; ; ; 
9999;5;4;10;1;2;2;7;9;9; ; ; ; 
75;1;2;10;2;4;8;2;9;9; ; ; ; 
120;3;2;10;2;2;10;3;1;9; ; ; ; 
9999;1;3;7;2;3;8;3;9;9; ; ; ; 
1;5;2;10;4;1;6;6;9;9; ; ; ; 
90;2;2;0;4;3;3;6;9;9; ; ; ; 
75;5;4;5;2;2;1;6;9;9;1;1; ; 
90;3;3;5;3;2;5;4;9;9;2;3; ; 
120;9;3;7;1;1;6;3;9;9;2;3; ; 
30;5;3;5;3;3;8;4;9;9;3;5; ; 
60;5;3;5;2;3;5;5;9;9;3;6; ; 
60;5;3;99;2;3;6;4;9;9;3;6; ; 
60;5;2;10;2;2;8;3;9;9;3;6; ; 
120;2;3;10;5;3;9;3;2;1;1;1;3;1
30;5;4;5;1;2;5;3;2;1;1;1;3;1
120;5;4;5;2;2;3;5;1;1;1;1;3;1
60;5;2;8;4;3;6;5;1;1;1;2;3;1
90;3;2;10;2;3;6;6;1;1;1;2;3;1
9999;5;4;5;2;2;5;5;1;1;1;2;3;1
10;1;4;5;3;4;9;6;1;1;1;2;3;1
2;5;3;5;2;1;2;4;1;1;2;3;3;1
9999;5;3;0;1;2;5;3;1;1;2;3;3;1
30;5;3;99;3;3;3;3;1;1;2;3;3;1
60;3;2;10;1;2;7;3;2;1;2;4;3;1
9999;1;3;99;9;2;8;4;2;1;2;4;3;1
120;5;1;9;1;2;7;4;1;1;2;4;3;1
360;5;2;4;2;4;2;6;1;1; ; ;3;1
150;2;2;10;2;3;10;5;2;1;1;1;3;1
180;1;1;10;1;3;10;2;1;1;1;1;3;1
140;1;2;3;2;3;4;4;1;1;1;1;3;1
60;2;3;99;2;2;5;6;1;1;1;2;3;1
45;5;3;5;1;2;5;3;1;1;1;2;3;1
60;3;2;5;2;2;5;5;2;1;1;2;3;1
120;3;2;5;2;2;3;5;1;1;1;2;3;1
60;1;3;99;2;3;3;4;2;1;1;2;3;1
90;1;2;10;1;3;10;2;2;1;1;2;3;1
60;1;3;99;1;3;8;3;2;1;1;2;3;1
285;5;1;2;3;3;2;7;1;1;2;3;3;1
30;5;3;2;9;3;0;7;1;1;2;3;3;1
180;3;3;4;4;4;99;5;1;1;2;3;3;1
300;1;2;5;1;2;5;5;1;1;2;3;3;1
60;4;2;5;2;2;6;4;2;1;2;3;3;1
90;5;1;10;2;3;8;3;1;1;2;3;3;1
150;5;2;5;1;2;5;5;1;1;2;4;3;1
20;5;2;3;3;2;0;7;1;1;2;4;3;1
180;2;3;3;2;5;3;5;2;1;2;4;3;1
20;5;2;7;3;2;0;7;1;1;2;4;3;1
120;2;2;5;3;3;0;7;2;1;3;5;3;1
180;5;1;5;5;3;5;6;6;1;3;5;3;1
90;5;3;10;3;3;5;5;1;1;3;5;3;1
10;5;3;99;4;2;5;5;6;1;3;6;3;1
90;5;1;1;1;3;0;6;2;1;3;6;3;1
240;5;1;5;2;4;0;6;2;1;3;6;3;1
60;5;2;2;5;2;0;7;6;1;3;6;3;1
9999;4;3;10;1;3;7;2;1;1;2;3;2;1
90;5;3;5;2;3;2;5;6;1; ; ;2;1
45;1;3;5;2;4;0;6;2;1;1;1;2;1
15;3;3;5;3;2;2;6;1;1;1;1;2;1
90;2;3;10;1;2;6;5;6;1;1;2;2;1
60;2;4;5;2;3;7;4;2;1;1;2;2;1
30;5;3;9;2;2;10;2;9;1;2;3;2;1
750;5;2;5;2;1;3;5;1;1;2;3;2;1
15;5;3;5;2;2;2;5;2;1;2;3;2;1
30;5;4;10;1;2;7;7;2;1;2;4;2;1
30;3;3;6;1;3;4;3;2;1;2;4;2;1
120;5;3;6;3;2;7;3;1;1;2;4;2;1
30;2;2;5;2;3;2;5;1;1;2;4;2;1
60;5;2;5;3;2;0;7;1;1;3;5;2;1
150;4;1;10;1;2;9;4;1;1;3;5;2;1
120;2;2;3;2;4;2;6;2;1;3;5;2;1
90;3;2;3;1;3;8;5;1;1;3;6;2;1
360;5;1;10;5;3;10;3;2;1;1;2;2;1
60;5;3;10;3;3;3;6;1;1;1;2;2;1
60;5;3;5;4;3;3;6;6;1;1;2;2;1
120;5;3;8;2;3;7;5;1;1;1;2;2;1
60;3;3;0;2;3;1;6;2;1;1;2;2;1
62;5;3;9;1;2;3;5;6;1;1;2;2;1
60;5;2;3;4;2;0;6;1;1;1;2;2;1
150;9;2;10;1;3;10;3;2;1;1;2;2;1
120;1;3;10;2;3;10;3;2;1;1;2;2;1
90;5;2;10;2;3;99;7;2;1;1;2;2;1
140;5;2;5;2;4;6;6;6;1;1;2;2;1
150;3;2;0;2;2;10;3;9;1;1;2;2;1
60;5;3;10;2;2;10;3;2;1;2;3;2;1
110;5;3;10;4;3;9;2;2;1;2;3;2;1
90;5;2;4;1;3;3;3;1;1;2;3;2;1
230;3;2;99;4;2;3;6;2;1;2;3;2;1
30;4;3;99;2;3;99;99;1;1;2;3;2;1
390;5;2;10;9;1;4;5;6;1;2;3;2;1
60;5;4;5;2;2;5;5;2;1;2;3;2;1
90;5;2;5;3;3;8;99;2;1;2;4;2;1
480;5;1;10;1;3;99;6;1;1;2;4;2;1
150;3;2;3;4;2;99;7;2;1;2;4;2;1
180;3;3;0;1;2;7;7;9;1;2;4;2;1
80;5;2;5;3;3;3;4;1;1;2;4;2;1
140;5;1;0;2;3;5;5;1;1;2;4;2;1
75;2;2;3;2;3;0;6;2;1;2;4;2;1
120;5;2;7;3;2;5;5;2;1;2;4;2;1
180;5;1;6;3;3;3;5;1;1;2;4;2;1
150;3;1;10;1;2;5;5;6;1;2;4;2;1
180;2;2;10;2;3;2;5;1;1;2;4;2;1
150;2;2;5;3;3;0;7;2;1;2;4;2;1
20;5;3;3;1;2;8;5;1;1;2;4;2;1
120;3;2;10;9;3;8;5;1;1;2;4;2;1
60;2;3;7;2;3;5;5;2;1;2;4;2;1
300;5;1;5;1;4;0;7;2;1;2;4;2;1
50;5;2;3;2;2;0;7;2;1;3;5;2;1
60;5;2;2;2;2;3;3;1;1;3;6;2;1
230;2;2;10;1;3;5;3;2;1;3;6;2;1
60;2;2;7;2;3;7;3;6;1;3;6;2;1
60;5;3;5;3;3;5;5;1;1;3;6;2;1
120;5;1;5;5;3;2;6;2;1;3;6;2;1
90;5;2;2;1;2;5;2;2;1;3;6;2;1
30;5;2;5;3;2;2;6;2;1;3;6;2;1
90;5;1;5;4;2;3;6;1;1;3;6;2;1
60;5;2;7;3;4;2;5;1;1;3;6;2;1
60;2;3;10;3;4;3;6;1;1;3;6;2;1
120;5;2;3;2;1;7;4;1;1;3;6;2;1
60;4;3;7;3;1;10;3;2;1;3;6;2;1
30;5;3;5;2;2;5;6;2;1;3;6;2;1
20;5;2;0;5;3;0;7;1;1;3;6;2;1
120;5;2;10;4;3;0;7;6;1;3;6;2;1
90;5;2;5;4;2;6;3;2;1;3;6;2;1
10;4;3;5;1;2;5;5;2;1;3;6;2;1
120;2;3;5;3;3;5;4;2;1;2;4;1;1
15;4;3;5;3;3;6;5;1;1;2;4;1;1
70;5;3;5;2;2;5;5;6;1;3;5;1;1
90;5;2;5;4;4;8;6;1;1;3;6;1;1
60;2;3;8;2;2;8;1;2;1;2;4;1;1
150;5;2;0;2;1;4;5;1;1;2;4;1;1
240;5;3;4;3;2;2;6;2;1;3;6;1;1
260;1;3;10;1;4;8;3;2;1;1;1;1;1
270;2;1;10;3;3;7;3;2;1;1;1;1;1
220;5;2;5;2;3;3;5;2;1;1;1;1;1
120;4;2;5;4;3;10;3;2;1;1;2;1;1
120;1;2;10;1;3;3;5;1;1;1;2;1;1
210;5;1;5;1;3;5;5;2;1;1;2;1;1
150;5;3;5;3;4;7;7;2;1;1;2;1;1
60;5;3;5;3;3;3;6;1;1;1;2;1;1
20;1;3;10;2;3;8;3;2;1;2;3;1;1
120;3;2;99;3;3;99;3;2;1;2;3;1;1
10;2;3;99;4;1;2;7;1;1;2;3;1;1
120;1;2;5;3;3;4;5;2;1;2;3;1;1
60;5;3;5;4;2;7;3;1;1;2;3;1;1
60;5;1;6;2;2;8;2;2;1;2;3;1;1
120;5;2;3;2;3;99;5;1;1;2;3;1;1
30;2;3;99;3;3;3;6;2;1;2;3;1;1
60;5;2;5;1;2;1;6;1;1;2;4;1;1
40;5;2;3;4;2;3;7;2;1;2;4;1;1
90;9;2;99;2;4;2;6;9;1;2;4;1;1
390;2;1;10;3;2;5;5;2;1;2;4;1;1
360;3;2;4;2;3;3;7;1;1;2;4;1;1
90;5;2;10;4;3;5;4;1;1;2;4;1;1
60;2;1;2;2;2;5;3;6;1;2;4;1;1
120;5;1;4;1;2;1;5;1;1;2;4;1;1
620;5;2;10;2;2;7;3;1;1;2;4;1;1
210;5;2;4;3;3;0;7;1;1;2;4;1;1
510;5;2;0;2;3;0;6;1;1;2;4;1;1
60;5;2;5;4;2;2;6;1;1;3;5;1;1
60;5;1;1;1;1;5;4;2;1;3;5;1;1
60;5;2;5;9;9;2;5;1;1;3;5;1;1
60;4;1;5;4;3;2;5;6;1;3;5;1;1
150;5;2;6;2;3;6;4;6;1;3;5;1;1
90;5;3;8;3;2;1;6;6;1;3;5;1;1
195;5;1;5;3;2;2;7;1;1;3;5;1;1
210;4;1;6;1;2;0;7;1;1;3;6;1;1
60;5;3;5;2;1;3;6;1;1;3;6;1;1
60;5;3;6;3;3;9;4;6;1;3;6;1;1
30;5;2;1;5;2;0;7;1;1;3;6;1;1
300;4;2;3;3;3;3;5;6;1;3;6;1;1
60;5;1;0;3;3;1;6;2;1;3;6;1;1
90;1;2;7;3;3;5;6;2;1;3;6;1;1
2;5;4;2;4;1;2;6;6;1;3;6;1;1
240;4;1;4;2;2;8;6;2;1;3;6;1;1
170;5;2;5;4;2;2;6;1;1;3;6;1;1
210;5;1;5;4;2;2;6;1;1;3;6;1;1
30;5;3;5;2;2;1;7;1;1;3;6;1;1
15;5;3;8;2;3;7;3;1;1;3;6;1;1
180;5;1;4;2;4;1;7;1;1;3;6;1;1
60;5;2;6;2;2;1;7;1;1;3;6;1;1
150;5;2;5;1;3;2;7;1;1;3;6;1;1
150;5;2;5;1;3;3;6;2;1;3;6;1;1
120;3;2;5;9;3;2;5;1;1;3;6;1;1
60;5;2;4;2;3;7;4;2;1;3;6;1;1
150;5;2;10;1;1;10;2;2;1;3;6;1;1
90;5;2;4;4;2;3;5;2;1;3;6;1;1
60;5;2;8;2;2;8;5;1;1;3;6;1;1
30;4;4;4;1;2;9;2;2;1;2;4; ;1
9999;5;4;5;2;2;2;5;1;2;1;1;3;2
60;2;4;99;2;3;5;5;2;2;1;1;3;2
120;1;3;5;4;3;3;5;2;2;1;1;3;2
150;2;3;5;2;1;6;3;2;2;1;1;3;2
120;5;2;0;2;4;8;5;2;2;1;1;3;2
75;5;3;7;2;2;7;4;6;2;1;2;3;2
60;4;2;10;1;3;3;5;2;2;1;2;3;2
90;2;3;5;3;4;10;2;2;2;1;2;3;2
60;2;2;10;2;4;8;3;2;2;1;2;3;2
210;3;2;8;4;3;8;3;2;2;1;2;3;2
120;5;3;7;1;2;7;3;2;2;1;2;3;2
9999;1;2;0;2;2;10;2;2;2;1;2;3;2
30;4;3;5;3;2;9;3;2;2;2;3;3;2
60;2;3;7;1;2;8;3;2;2;2;3;3;2
60;5;2;5;4;2;0;6;2;2;2;3;3;2
30;5;3;5;1;4;7;3;2;2;2;3;3;2
60;2;2;5;3;3;3;4;6;2;2;3;3;2
240;4;2;6;2;3;9;3;2;2;2;4;3;2
210;5;4;10;2;1;5;3;2;2;2;4;3;2
180;5;3;5;1;2;9;2;6;2;2;4;3;2
10;5;3;5;3;1;1;7;1;2;3;5;3;2
60;5;2;0;5;2;1;7;2;2;3;5;3;2
30;5;3;99;9;3;7;3;2;2;3;5;3;2
30;4;2;9;3;2;7;4;1;2;3;6;3;2
30;5;3;5;3;3;6;4;2;2;3;6;3;2
40;5;3;5;4;1;5;5;1;2;3;6;3;2
10;5;3;5;4;2;7;3;2;2;3;6;3;2
30;5;3;5;3;2;5;99;1;2;3;6;3;2
15;5;3;99;3;2;8;3;9;2;3;6;3;2
90;3;3;6;2;2;4;5;1;2; ; ;3;2
40;5;3;5;9;2;8;3;1;2; ; ;3;2
120;5;2;5;3;3;10;3;2;2; ; ;3;2
5;2;4;10;4;2;99;99;2;2; ; ;3;2
60;4;3;7;1;2;7;4;2;2;1;1;3;2
15;3;4;8;1;3;6;5;2;2;1;1;3;2
90;4;3;5;2;3;5;5;1;2;1;1;3;2
30;5;1;8;2;3;0;7;2;2;1;1;3;2
1;5;4;3;5;5;5;7;2;2;1;1;3;2
120;5;2;5;2;1;9;3;2;2;1;1;3;2
120;1;4;5;3;3;6;6;2;2;1;1;3;2
70;5;2;9;2;2;7;3;2;2;1;1;3;2
30;4;3;4;3;4;1;5;2;2;1;1;3;2
5;5;4;5;5;3;7;3;2;2;1;1;3;2
9999;5;3;99;9;3;0;7;2;2;1;1;3;2
9999;1;4;5;3;3;5;3;2;2;1;1;3;2
90;1;3;10;2;1;10;3;2;2;1;1;3;2
9999;2;3;5;1;3;10;2;2;2;1;1;3;2
5;5;3;2;4;3;0;7;2;2;1;1;3;2
270;5;3;5;2;4;1;7;2;2;1;1;3;2
400;2;3;5;2;3;8;3;2;2;1;1;3;2
180;1;3;8;2;2;8;4;1;2;1;1;3;2
100;3;3;5;2;3;8;3;2;2;1;1;3;2
15;2;4;5;3;2;6;5;2;2;1;1;3;2
20;1;3;10;2;3;10;2;2;2;1;1;3;2
60;2;4;7;2;3;8;3;2;2;1;1;3;2
30;5;3;5;3;3;6;3;2;2;1;1;3;2
5;4;3;7;3;2;5;4;2;2;1;1;3;2
60;1;3;10;1;3;10;99;2;2;1;1;3;2
5;4;3;5;4;3;0;7;2;2;1;1;3;2
60;1;3;10;1;3;1;6;2;2;1;1;3;2
120;5;3;5;1;2;5;5;1;2;1;1;3;2
240;5;2;9;3;2;10;3;2;2;1;1;3;2
2;5;3;10;4;3;7;3;2;2;1;1;3;2
25;5;3;5;2;2;5;3;2;2;1;1;3;2
30;5;3;7;4;1;7;3;2;2;1;1;3;2
9999;5;3;5;3;3;10;2;2;2;1;1;3;2
180;3;4;5;3;1;5;5;2;2;1;1;3;2
60;1;2;8;3;3;7;3;1;2;1;1;3;2
210;1;1;10;1;2;9;4;2;2;1;1;3;2
130;5;2;7;3;2;7;5;2;2;1;1;3;2
9999;1;4;9;2;3;10;3;2;2;1;1;3;2
120;1;3;5;2;4;7;3;2;2;1;1;3;2
720;1;2;10;5;3;5;6;2;2;1;1;3;2
30;1;4;5;2;3;10;1;1;2;1;1;3;2
30;1;3;7;3;2;9;3;2;2;1;1;3;2
240;1;3;10;2;3;9;4;2;2;1;1;3;2
9999;1;4;0;5;5;0;5;2;2;1;1;3;2
30;1;3;6;2;3;6;6;1;2;1;1;3;2
60;1;3;5;5;2;10;2;2;2;1;1;3;2
9999;5;4;4;3;3;3;6;1;2;1;2;3;2
180;5;3;5;1;2;7;3;1;2;1;2;3;2
150;5;2;5;3;3;5;6;1;2;1;2;3;2
20;5;4;5;2;1;6;3;2;2;1;2;3;2
9999;5;4;5;2;1;4;5;1;2;1;2;3;2
40;3;3;5;3;2;99;5;2;2;1;2;3;2
60;5;3;5;4;2;7;4;2;2;1;2;3;2
9999;5;4;99;1;3;9;7;6;2;1;2;3;2
60;5;2;10;2;2;9;3;2;2;1;2;3;2
150;3;3;4;3;3;2;5;2;2;1;2;3;2
30;1;4;5;3;3;3;5;2;2;1;2;3;2
30;2;4;10;2;3;10;3;2;2;1;2;3;2
120;5;1;10;2;3;10;2;2;2;1;2;3;2
60;4;4;7;2;1;8;5;2;2;1;2;3;2
10;2;3;10;4;1;8;3;2;2;1;2;3;2
60;5;2;7;2;4;1;6;1;2;1;2;3;2
120;1;3;5;1;2;5;3;2;2;1;2;3;2
30;2;3;6;3;3;10;3;2;2;1;2;3;2
40;1;3;5;2;3;10;4;2;2;1;2;3;2
10;5;3;5;2;2;8;3;2;2;1;2;3;2
130;1;3;5;2;3;7;4;2;2;1;2;3;2
90;1;4;5;2;3;10;3;2;2;1;1;2;2
180;1;4;5;3;3;5;5;1;2;1;2;2;2
120;1;2;10;2;3;8;3;2;2;1;2;2;2
90;3;3;6;2;3;5;3;2;2;2;3;2;2
60;5;3;10;3;2;6;4;1;2;2;3;2;2
180;5;2;5;1;1;0;5;6;2;2;3;2;2
30;5;4;5;2;3;7;7;2;2;2;3;2;2
119;4;2;7;2;3;2;5;2;2;2;3;2;2
30;5;2;2;2;3;6;5;2;2;2;3;2;2
180;4;3;7;4;3;8;3;2;2;2;3;2;2
59;5;4;3;3;3;2;7;2;2;2;3;2;2
9999;9;9;5;1;2;4;5;2;2;2;4;2;2
40;5;4;5;2;2;0;5;1;2;2;4;2;2
120;9;2;2;2;3;8;3;2;2;2;4;2;2
10;2;3;3;4;2;4;5;6;2;3;5;2;2
60;5;2;8;2;1;9;2;2;2;3;5;2;2
120;1;2;0;2;2;4;5;2;2;3;5;2;2
10;5;4;2;4;3;1;7;1;2;3;6;2;2
40;5;2;5;4;2;5;6;2;2;3;6;2;2
5;5;3;6;1;2;8;3;9;2;3;6;2;2
60;5;3;9;2;3;8;3;2;2;3;6;2;2
120;5;2;5;2;2;3;4;2;2;1;1;2;2
9999;5;4;7;2;1;2;6;2;2;1;1;2;2
180;5;1;9;2;2;8;3;2;2;1;1;2;2
60;5;2;10;1;2;7;5;2;2;1;1;2;2
9999;5;2;5;4;3;3;5;2;2;1;1;2;2
180;1;4;99;3;4;8;1;2;2;1;1;2;2
20;5;3;0;4;2;3;7;2;2;1;1;2;2
10;5;4;10;5;2;0;6;2;2;1;1;2;2
20;5;3;7;3;4;6;4;2;2;1;1;2;2
20;5;3;2;2;3;4;5;2;2;1;1;2;2
15;5;3;5;2;2;99;4;2;2;1;1;2;2
5;5;2;5;4;1;9;6;2;2;1;1;2;2
30;2;3;5;4;4;5;5;2;2;1;1;2;2
9999;5;4;2;3;2;1;6;2;2;1;1;2;2
132;1;2;8;4;5;2;7;1;2;1;1;2;2
120;1;2;6;2;4;6;5;1;2;1;1;2;2
120;1;3;8;2;2;8;3;2;2;1;1;2;2
30;5;3;5;3;1;6;3;2;2;1;1;2;2
240;1;3;5;2;2;10;2;2;2;1;1;2;2
20;5;3;0;4;2;0;7;2;2;1;1;2;2
10;5;3;5;3;2;4;6;2;2;1;1;2;2
60;1;2;5;3;3;8;3;2;2;1;1;2;2
20;5;3;5;4;3;5;5;1;2;1;2;2;2
75;5;2;4;2;2;4;4;6;2;1;2;2;2
60;5;4;5;1;5;2;5;1;2;1;2;2;2
60;3;3;10;2;2;7;3;2;2;1;2;2;2
10;5;3;3;3;2;5;5;2;2;1;1;1;2
150;1;2;10;1;3;10;2;2;2;1;2;1;2
60;5;3;99;3;4;4;5;2;2;2;3;1;2
20;5;3;5;3;2;5;3;2;2;2;3;1;2
59;5;3;8;3;3;5;5;6;2;2;4;1;2
110;2;3;3;5;1;7;2;2;2;2;4;1;2
90;5;3;10;2;2;6;4;2;2;2;4;1;2
9999;2;3;99;4;2;4;3;2;2;3;5;1;2
9999;2;4;10;2;3;10;2;2;2;3;5;1;2
15;5;3;99;3;3;99;99;2;2;3;5;1;2
240;5;2;10;1;1;8;4;2;2;3;5;1;2
90;5;2;9;2;1;7;3;1;2;3;6;1;2
240;5;2;5;2;1;1;6;2;2;3;6;1;2
60;5;2;9;2;2;7;4;1;2;3;6;1;2
180;5;2;7;4;3;7;3;1;2;3;6;1;2
60;5;2;99;2;3;99;99;9;2;3;6;1;2
60;5;2;0;1;4;0;7;1;2;3;6;1;2
70;5;2;5;2;2;2;7;6;2; ; ;1;2
20;5;4;99;9;3;5;5;6;2;1;1;1;2
9999;9;9;4;2;2;5;7;1;2;1;1;1;2
240;5;3;99;3;2;4;5;1;2;1;1;1;2
5;5;3;5;2;3;5;5;1;2;1;1;1;2
5;5;4;5;3;1;0;6;1;2;1;1;1;2
30;5;3;5;4;3;0;7;2;2;1;1;1;2
20;5;4;5;2;2;5;5;2;2;1;2;1;2
60;1;3;0;2;4;2;7;2;2;1;2;1;2
60;3;2;5;3;2;2;5;9;2; ; ; ;2
60;5;3;5;4;1;2;7;2;2;1;1; ;2
